Contenido;T√≠tulo del v√≠deo;Hora de publicaci√≥n del v√≠deo;Clics por elemento de pantalla final mostrado (%);Elementos de pantalla final mostrados;Clics en elementos de pantalla final;Clics en teaser por teaser de tarjeta mostrado (%);Teasers de tarjeta mostrados;Clics en teaser de tarjeta;Clics por tarjeta mostrada (%);Tarjetas mostradas;Clics en tarjetas;Me gusta (vs. No me gusta) (%);No me gusta;Me gusta;Mostrado en el feed;Vistos (frente a saltados) (%);Comentarios a√±adidos;Compartido;RPM (USD);Ingresos estimados (USD);Suscriptores perdidos;Suscriptores ganados;Porcentaje medio visto (%);Visualizaciones;Tiempo de visualizaci√≥n (horas);Duraci√≥n media de las visualizaciones;Impresiones;Porcentaje de clics de las impresiones (%)
scyBb7sHYPk;(AVANZADO)  LOGO PROFESIONAL TUTORIAL 31 COREL DRAW X8, X7, X6 y X5;Apr 5, 2016;;0;0;0;27;0;;0;0;;0;0;0;;0;0;1,571;0.022;0;0;42;14;16,498;0:07:04;246;4.47
shdqcZMvOwo;✨ TUTORIAL: NEON GLOW LOGO DESIGN en Corel Draw | DelcaVideography;Jan 22, 2019;0;36;0;0;79;0;;0;0;100;0;1;0;;0;1;2,605;0.207;0;1;37.34;85;95,478;0:06:44;1873;2.67
t8vqxbBvLWk;💡 Guía *PASO a PASO* para CREAR este LOGO PROFESIONAL 3D 🧊 ▶ Corel DRAW [FÁCIL!!!];Mar 8, 2016;;0;0;0;11;0;;0;0;;0;0;0;;0;0;0.167;0.001;0;0;40.56;6;0.8828;0:08:49;88;4.55
t95kXSMyNYo;🤯 CONSEJOS CLAVE para CREAR LOGOS ▶ Short | DelcaVideography;Sep 3, 2022;0;2;0;;0;0;;0;0;100;0;1;0;;0;0;0;0;0;0;34.15;1;0.0062;0:00:22;110;0.91
t9yV8S02BKU;LOS 10 COMANDOS MÁS USADOS EN COREL DRAW / TOP TIPS MORE OFTEN ON COREL DRAW;Jan 20, 2016;;0;0;11.11;9;1;0;5;0;;0;0;0;;0;2;0.833;0.016;0;0;18.39;21;17,404;0:04:58;274;3.28
tF5T5zm2Kk4;💚 La herramienta ZOOM Explicada ▶ TUTORIAL CorelDRAW | DelcaVideography;Sep 27, 2022;0;3;0;0;3;0;;0;0;;0;0;0;;0;0;0;0;0;0;60.92;6;0.4508;0:04:30;302;0.66
tGaIuo18SPU;🌟 Captain MARVEL LOGO en Corel DRAW  | DelcaVideography 🌟;Jun 12, 2018;0;4;0;0;5;0;;0;0;100;0;1;0;;0;0;0;0.003;0;1;22.62;5;0.3497;0:04:11;118;0.85
tJh3qoj5uL0;✔✨ Sigue el PROCESO PASO a PASO y APRENDE A CREAR LOGOS en CorelDRAW ► TUTORIAL | DelcaVideography;Jan 27, 2022;0;6;0;0;3;0;;0;0;;0;0;0;;0;0;0.333;0.002;0;0;41.2;7;0.8484;0:07:16;177;2.26
tL81C-oCbVg;(BÁSICO) TUTORIAL 6 CorelDRAW: CÓMO CREAR DOCUMENTOS DE TEXTO;Jul 29, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;1;0.004;0;0;8.05;6;0.268;0:02:40;172;1.74
tRzGALmKrxY;😎 ¡AL FIN! ▶ UNBOXING PLACA de 100K 💪🏼 de YouTube 💖 DelcaVideography;May 12, 2022;0;3;0;;0;0;;0;0;;0;0;0;;0;0;1;0.001;0;1;71.02;2;0.0675;0:02:01;64;3.13
tb2iEGaXEZ8;🌐 Descubre cómo CREAR Logo *100% con CÍRCULOS* [PASO a PASO ✍🏼] Corel DRAW ► DelcaVideography;Jun 16, 2020;0;3;0;0;8;0;;0;0;100;0;1;0;;0;0;0.905;0.019;0;0;25.48;24;20,096;0:05:01;262;4.2
tfmf8uy-Y9s;(INTERMEDIO) TUTORIAL 19 CorelDRAW X7: TODO sobre Rellenos y Texturas;Mar 19, 2015;;0;0;0;52;0;;0;0;;0;0;0;;0;2;0.643;0.056;0;0;11.29;92;35,679;0:02:19;823;8.99
tkVuDJIfhIk;CÓMO CREAR UNA SEGUNDA PANTALLA: TUTORIAL BÁSICO SONY VEGAS PRO 11, 12, 13;Apr 7, 2015;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;3.09;1;0.0066;0:00:23;28;3.57
tkovN4wy2L8;LOGO ARTÍSTICO unsando GEOMETRÍA en Corel DRAW TUTORIAL | DelcaVideography;Jan 21, 2020;;0;0;0;4;0;;0;0;;0;0;0;;0;0;0.5;0.002;0;0;13.4;4;0.1364;0:02:02;151;1.32
tnbaTA5kS4o;⚔️ 15 DIFERENCIAS entre CorelDRAW & Adobe ILLUSTRATOR ⚔️;Mar 20, 2018;0;8;0;0;66;0;;0;0;100;0;4;0;;0;1;2,972;0.334;0;0;21.44;116;120,045;0:06:12;1596;4.76
tye2W4cHSRU;EFECTO 3D Y RENDERIZADO VECTORIAL: (AVANZADO) TUTORIAL 28 CorelDRAW X7;Jul 16, 2014;;0;0;0;15;0;;0;0;;0;0;0;;0;1;0.667;0.016;0;0;23.32;26;4,079;0:09:24;404;5.45
tzGDFg-aYYY;5 EFECTOS INCREÍBLES DE MAPA DE BITS EN COREL DRAW TUTORIAL / 5 AMAZING BITMAPS EFFECT;Feb 3, 2016;;0;0;0;29;0;;0;0;100;0;-1;0;;0;1;1.34;0.069;0;0;17.97;59;42,465;0:04:19;1016;3.25
u9zeZP7dk40;(INTERMEDIO) MEZCLA DE OBJETOS INTERACTIVA (INTERACTIVE BLEND TOOL) COREL DRAW X7, X8 TUTORIAL;Mar 1, 2016;;0;0;0;6;0;;0;0;;0;0;0;;0;0;0.571;0.005;0;0;36.48;8;0.8025;0:06:01;79;5.06
uQ8jd0fvQug;🏃🏼‍♂️🚴🏼‍♂️Así CREAS LOGOS en CorelDRAW como un PRO | DelcaVideography ▶ Short;Feb 25, 2022;;0;0;;0;0;;0;0;100;0;1;42;64.29;0;0;0;0;0;0;83.76;29;0.2497;0:00:30;994;1.71
uR8Vren2Hvg;🚀 APRENDE a DIBUJAR COHETES en COREL DRAW | DelcaVideography;Oct 8, 2019;0;3;0;0;5;0;;0;0;;0;0;0;;0;0;0;0;0;0;25.77;4;0.3971;0:05:57;85;1.18
uVobnwq6V5M;🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW | DelcaVideography;Sep 28, 2021;;0;0;;0;0;;0;0;100;0;1;0;;0;0;1;0.009;0;0;6.7;11;0.4107;0:02:14;360;1.67
uWTDjemxmQc;🐙 LOGOTIPO + ILUSTRACIÓN Speedrun SHORT en Corel DRAW | DelcaVideography;Jul 25, 2021;;0;0;;0;0;;0;0;100;0;1;27;44.44;0;0;0;0;0;0;69.07;12;0.1381;0:00:41;445;0.67
ug1N4LH0ea4;✅ Te Muestro Cómo VECTORIZAR Dibujos ✒ [*FÁCIL*] ▶ Corel DRAW (Parte 2);Jun 16, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.333;0.001;0;0;23.26;5;0.6247;0:07:29;55;3.64
uh-dv1gvpTI;Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW | DelcaVideography;Oct 19, 2021;0;3;0;0;1;0;;0;0;;0;0;0;;0;0;0;0;0;0;21.96;3;0.1308;0:02:36;138;1.45
uuwD1kqLM3E;CÓMO VECTORIZAR CARICATURAS (INTERMEDIO) TUTORIAL 13 Corel DRAW X6, X7;May 2, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;1;0.006;0;0;21.54;6;0.9587;0:09:35;167;2.4
uwA89oxazPM;🔗 LOGO TUTORIAL CorelDRAW ›BASIC‹ Tips & Tricks 💚 for Beginners & Experts | DelcaVideography;Aug 26, 2021;0;9;0;0;6;0;;0;0;;0;0;0;;0;0;0.1;0.001;0;0;34.01;10;0.4696;0:02:49;126;3.17
v5V8I3Oih-g;🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW  | DelcaVideography;Oct 26, 2021;0;3;0;0;4;0;;0;0;;0;0;0;;0;0;4.75;0.019;0;1;32.04;5;0.3427;0:04:06;82;4.88
v78Z0YjNoIc;🌟 LOGO DESIGN PROCESS - RENDER TUTORIAL Parte 2  DelcaVideography;Jul 28, 2020;0;9;0;0;11;0;;0;0;100;0;1;0;;0;0;0.444;0.004;0;0;26.55;9;0.9843;0:06:33;87;3.45
v9Q7miWkdhE;🔥 CorelDRAW BASIC Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL | DelcaVideography;Jul 13, 2021;0;3;0;0;3;0;;0;0;100;0;1;0;;0;0;1.5;0.003;0;0;50.37;2;0.1634;0:04:54;84;1.19
vCMrop1rNp0;😲 DOMINA la GEOMETRÍA para DISEÑAR LOGOS en CorelDRAW ► TUTORIAL | DelcaVideography;Nov 30, 2021;0;12;0;0;13;0;;0;0;100;0;1;0;;0;0;0.588;0.011;0;1;33.11;19;0.7496;0:02:22;239;2.93
vNWxJoxOHFA;💚 ASÍ se USA la HERRAMIENTA SELECCIÓN en CorelDRAW | DelcaVideography;Sep 13, 2022;0;12;0;28.57;7;2;33.33;6;2;;0;0;0;;0;0;1,182;0.013;0;0;52.41;12;0.587;0:02:56;290;2.41
vUZjnjuRVzM;MEDELLÍN - LA PLAYA DE LOS PAISAS;Jan 31, 2009;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;13.7;1;0.0086;0:00:31;4;0
vZAhcgRQ9sg;🎞 El mejor editor de video para principiantes en YouTube | DelcaVideography 🎞;Jun 11, 2019;0;3;0;0;4;0;;0;0;;0;0;0;;0;0;0.5;0.001;0;0;60.96;2;0.3972;0:11:55;26;3.85
v_fBRfU9mpw;✔️ TUTORIAL: EFECTO GLITCH en VEGAS PRO ☻ ʜᴅ;Oct 3, 2017;0;3;0;0;5;0;;0;0;;0;0;0;;0;0;0.571;0.01;0;0;19.61;16;0.5734;0:02:09;109;7.34
vflApSS2rMk;🖌 Crea PINCELES PERSONALIZADOS / CUSTOM BRUSHES en CorelDRAW | DelcaVideography 🖌;Dec 3, 2019;0;6;0;0;28;0;;0;0;100;0;2;0;;0;1;1,898;0.098;0;0;30.79;54;46,824;0:05:12;486;6.79
vg8pGU09qQ4;✔✨ Sigue estos PASOS para CREAR DISEÑOS IMPOSIBLES con CorelDRAW ▶ TUTORIAL | DelcaVideography;Mar 8, 2022;0;14;0;0;13;0;;0;0;;0;0;0;;0;0;1.55;0.031;0;1;34.57;23;24,469;0:06:22;555;2.16
vjJkjDI_ZZ4;🎯 (INTERMEDIO) 🎯 CAPTAIN AMERICA METALLIC SHIELD: COREL DRAW X7 X8 TUTORIAL;Sep 8, 2016;;0;0;0;5;0;;0;0;;0;0;0;;0;0;0.571;0.004;0;0;23.83;8;0.6302;0:04:43;101;3.96
vmW6V39Ul8U;💚 Tutorial  ▶ Herramienta MEZCLA INTERACTIVA en CorelDRAW @DelcaX ​;Feb 7, 2023;0;58;0;;0;0;;0;0;100;0;6;0;;0;1;1,606;0.183;0;0;35.72;117;99,387;0:05:05;2755;3.01
vmf-Nh1aftA;🏃🏼‍♂️ Speedrun LOGO Ballena Azul #shorts ▶ DelcaVideography;Nov 5, 2022;0;3;0;0;1;0;;0;0;;0;0;0;;0;0;0.5;0.001;0;0;50.77;2;0.0186;0:00:33;135;1.48
vyg5_ZPlMfA;⚡ SIMPLIFICA ASÍ tus DISEÑOS 🤔 ▶ TUTORIAL CorelDRAW | DelcaVideography;Jun 21, 2022;0;9;0;0;6;0;;0;0;100;0;1;0;;0;0;6.8;0.034;0;0;71.71;5;11,096;0:13:18;151;2.65
w4w0Xclpe_w;💚🏃‍♀️ CorelDRAW ▶ SPEEDRUN MONSTER Short | DelcaVideography;Jul 24, 2021;;0;0;;0;0;;0;0;;0;0;4;50;0;0;0;0;0;0;16.17;2;0.0054;0:00:09;35;0
w7PDi2i--mU;(INTERMEDIO) 💣 COREL DRAW TUTORIAL: WOW EFFECT LOGO;Mar 28, 2017;0;3;0;0;26;0;;0;0;100;0;1;0;;0;1;1,609;0.094;0;0;24.21;54;52,687;0:05:51;1259;2.54
wC4ZMACUfsQ;📖 3D FLIP PAGE TEXT Effect | CorelDRAW TUTORIAL ▶ DelcaVideography;Sep 9, 2021;;0;0;0;7;0;;0;0;100;0;1;0;;0;0;0.4;0.002;0;0;42.71;7;0.4135;0:03:32;244;2.05
wKQdpbEgCQk;✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL | CorelDRAW DelcaVideography;Feb 3, 2022;0;6;0;0;8;0;;0;0;100;0;3;0;;0;0;6.5;0.132;0;0;35.29;21;38,706;0:11:03;434;3
wYvrsfTPeW0;⭐SIMPLIFICA tus diseños en CorelDRAW ▶ TUTORIAL | DelcaVideography;Nov 1, 2022;0;9;0;0;4;0;;0;0;100;0;1;0;;0;0;0.375;0.003;0;0;42.9;8;0.5854;0:04:23;206;3.4
wtx9fZTQFB8;💙 Curso VEGAS PRO en YOUTUBE 2021 (Entrenamiento Online) ▶ DelcaVideography;May 18, 2021;0;10;0;0;18;0;;0;0;;0;0;0;;0;0;0.296;0.009;0;0;36.79;30;0.3341;0:00:40;158;1.27
xK5DzITQgMM;🔥 REVIEW XP-PEN Artist 16 (2nd Gen) + Test + PROMO | Tableta GRÁFICA para EMPEZAR ► DelcaVideography;Aug 9, 2022;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.556;0.005;0;0;16.77;9;0.4546;0:03:01;178;3.37
xOaGHKk3ilM;LOADING EFFECT VIDEO TUTORIAL in VEGAS PRO | DelcaVideography;Nov 5, 2019;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.4;0.002;0;0;2.02;6;0.0353;0:00:21;44;11.36
xkzbR_0FjSE;🎼 APRENDE Cómo CREAR ANIMACIONES [para videos MUSICALES🎵] usando *RITMO* TUTORIAL ▶ DelcVideography;Aug 25, 2020;;0;0;0;13;0;;0;0;;0;0;0;;0;0;0.679;0.024;0;0;6.46;30;0.5273;0:01:03;84;1.19
xmV2gdHmtS8;🔥 Te Enseño a CREAR un LOGO PROFESIONAL [TUTORIAL Completo + PASO a PASO] 💪🏼 ▶ CorelDRAW + PHOTOSHOP;Oct 20, 2014;;0;0;0;1;0;;0;0;;0;0;0;;0;0;0;0;0;0;99.98;1;0.9251;0:55:30;101;0.99
xqturIOMmMQ;(BÁSICO) COREL DRAW X5, X6, X7 Y X8 TUTORIAL DISEÑO DE MARIPOSA / DESIGN A BUTERFLY;Jun 8, 2016;;0;0;0;4;0;;0;0;;0;0;0;;0;0;0.929;0.013;0;0;18.07;14;0.9365;0:04:00;247;1.62
xxjWecfX9rs;👹 Cómo CREAR una MÁSCARA para FIESTAS [*PASO a PASO*] ▶ DelcaVideography @mentacoqueta;Oct 9, 2015;;0;0;0;5;0;;0;0;;0;0;0;;0;0;0;0;0;0;31.28;2;0.1922;0:05:45;55;1.82
yDvflk_vVxM;RENOVACIÓN SUPERHERÓICA DelcaVideography );Jul 30, 2015;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;48.5;1;0.0027;0:00:09;76;1.32
yS4dxKwYzY8;⭐ 7 HERRAMIENTAS que DEBES CONOCER para DISEÑAR en CorelDRAW TUTORIAL DelcaVideography;Jul 26, 2022;0;6;0;0;4;0;;0;0;;0;0;0;;0;0;0;0;0;0;50.94;5;0.6926;0:08:18;186;0
yWQmKOPV5Wk;TUTORIAL: CÓMO crear y editar vídeos con Sony Vegas Pro 10, 11, 12 y 13  para principiantes;Mar 29, 2014;0;6;0;0;14;0;;0;0;100;0;-1;0;;0;0;0.556;0.018;0;0;11.45;33;25,587;0:04:39;653;2.76
y_6F6xjSae4;☃❄ @DelcaX Les desea una navidad llena de alegría y amor! ❤;Dec 25, 2022;;0;0;;0;0;;0;0;;0;0;4;0;0;0;;0;0;0;;0;0;;90;0
yjh8OAPgglQ;(AVANZADO) TUTORIAL 20 Corel DRAW X7: DISEÑA LOGOS CON ESTILO/Creating stylish logotypes;Nov 18, 2014;;0;0;0;9;0;;0;0;;0;0;0;;0;3;0.212;0.009;0;0;33.11;37;46,961;0:07:36;266;3.76
yuiXtxKrSzQ;🔥 CorelDRAW Tips & Tricks for Beginners & Experts ▶ LOGO TUTORIAL | DelcaVideography;Aug 17, 2021;0;3;0;0;3;0;;0;0;;0;0;0;;0;0;4;0.008;0;0;51.68;2;0.1398;0:04:11;58;1.72
yxr7XeBm2VI;DE QUÉ COLOR ES EL VESTIDO? QUÉ DICE PHOTOSHOP? What color is the dress? Look what says Photoshop;Mar 3, 2015;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;5.87;1;0.0108;0:00:38;63;0
zCs2HPG-wQU;✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL | DelcaVideography (2022);Mar 22, 2022;0;3;0;0;1;0;;0;0;;0;0;0;;0;0;0.143;0.002;0;0;7.75;11;0.3341;0:01:49;232;1.29
zHuRNaBu1KE;APRENDE a Crear Diseños COMPLEJOS usando esta TÉCNICA ✅ [PASO a PASO] Corel DRAW ► DelcaVideography;Aug 4, 2020;;0;0;0;9;0;;0;0;;0;0;0;;0;0;10,333;0.155;0;0;19.5;16;0.9898;0:03:42;192;3.13
zJE0nZ2brpI;📲 Cómo EDITAR & EXPORTAR Vídeos VERTICALES para REELS - STORIES - IGTV (*INSTAGRAM*) 💻 ▶ SONY VEGAS;Jan 26, 2021;0;12;0;0;133;0;;0;0;100;0;6;0;;0;0;1,354;0.245;0;2;31.83;185;85,717;0:02:46;935;12.09
zOkq_-rUDxI;(TUTORIAL para PRINCIPIANTES 😀) CREA PIRÁMIDE 3D [PASO a PASO ✍🏼] en Corel DRAW ► DelcaVideography;Dec 1, 2020;0;9;0;0;47;0;;0;0;100;0;3;0;;0;1;2.04;0.154;0;1;25.91;79;82,388;0:06:15;1072;3.82
zdRd8ybbfXU;⭐ 7 TÉCNICAS y CONSEJOS para DISEÑAR en CorelDRAW ▶ TUTORIAL | DelcaVideography;Jul 19, 2022;0;3;0;0;4;0;;0;0;;0;0;0;;0;0;0.167;0.001;0;0;17.91;9;0.4415;0:02:56;217;3.23
zgqJfSXtJd4;🤝 15 SIMILITUDES ENTRE COREL DRAW Y ADOBE ILLUSTRATOR 🤝;Apr 3, 2018;;0;0;0;3;0;;0;0;100;0;2;0;;0;0;1,476;0.033;0;0;20.1;22;1,983;0:05:24;490;2.45
zumE77kB2j0;💊 PAPER EFFECT 💊 (EFECTO INCRUSTADO) COREL DRAW X8;Aug 22, 2017;0;6;0;0;12;0;;0;0;100;0;1;0;;0;0;0;0;0;0;34.3;19;0.6517;0:02:03;359;3.34
 -BbMH_gcUTg;💬 CURSO DISEÑO GRÁFICO Y AUDIOVISUAL CERTIFICADO: PREGUNTAS E INQUIETUDES 😁;Nov 2, 2017;;;;;;;;;;;;;0;;;;;0;;;;;;;5;0
0KgJJw4016M;😃 Te ENSEÑO cómo es el PROCESO de DISEÑO | Delcavideography;Sep 22, 2021;;;;;;;;;;;;;0;;;;;0;;;;;;;39;0
0Sc8o7Da65w;➕ 27  *CURIOSIDADES y USOS* 👊🏼 de la TIPOGRAFÍA ▶ THE MANDALORIAN 🤖 en menos de 4 MINUTOS ⌚;Feb 9, 2021;;;;;;;;;;;;;0;;;;;0;;;;;;;70;0
2fxhnwxRmN4;DUCON sistemas modulares para oficina;Mar 26, 2008;;;;;;;;;;;;;0;;;;;0;;;;;;;9;0
2qDWq7a7II8;COMEDY CHANNEL: PRESENTANDO A / INTRODUCING ANDRÉS;Feb 3, 2016;;;;;;;;;;;;;0;;;;;0;;;;;;;11;0
39K87Hoctkk;🧽 BOB SPONGE Remix 🎵 by DelcaVideography 🐙;Aug 25, 2020;;;;;;;;;;;;;0;;;;;0;;;;;;;54;0
4aZoHqLmJhg;IMPORTANTE! ANUNCIO FIN DE AÑO 2018;Dec 18, 2018;;;;;;;;;;;;;0;;;;;0;;;;;;;13;0
5WcmcnMkBHw;👌🏼 Te DOY un TRUCO SECRETO 🤯 para HACER INTROS INCREÍBLES y en POCOS PASOS | DelcaVideography;Dec 15, 2021;;;;;;;;;;;;;0;;;;;0;;;;;;;48;0
5XLxENTBxXM;Special Effects! Big tornado over my desk;Feb 2, 2013;;;;;;;;;;;;;0;;;;;0;;;;;;;10;0
6_-gEvLJQ9E;💡 CorelDRAW KEY 🔑 TIPS for Pro & Beginners | Lightbulb ICON ▶DelcaVideography;Aug 31, 2021;;;;;;;;;;;;;0;;;;;0;;;;;;;105;0
7CI67rlDsto;DelcaVideography Intro;Feb 17, 2014;;;;;;;;;;;;;0;;;;;0;;;;;;;5;0
7L_S_9Pez2k;Rural and Urban sky, our home.wmv;Mar 15, 2010;;;;;;;;;;;;;0;;;;;0;;;;;;;2;0
8AgA7grljt0;🌟 CURSO MAESTRO en DISEÑO GRÁFICO & AUDIOVISUAL | DelcaVideography;Mar 11, 2020;;;;;;;;;;;;;0;;;;;0;;;;;;;30;0
95LkjJb3s4U;CENTRO INTERNACIONAL BOGOTÁ: TIMELAPSE;Sep 11, 2015;;;;;;;;;;;;;0;;;;;0;;;;;;;10;0
9DzUGseMs2c;Bancolombia, Medellín, Building, rascasuelos, Banco;Jul 8, 2008;;;;;;;;;;;;;0;;;;;0;;;;;;;2;0
9gr1t0xPtB8;🌎 360º Creando SÚPER MiniPlanetas en PHOTOSHOP !BIEN EXPLICADO! | Delcavideography 🌎;Oct 9, 2018;;;;;;;;;;;;;0;;;;;0;;;;;;;24;0
A1LN9Tre3BM;LEGO Star Wars: The Clone Wars Stop Motion Animation MOVIE!;Mar 9, 2014;;;;;;;;;;;;;0;;;;;0;;;;;;;6;0
DgK0RzohpmA;🎞Conviértete en un PRODUCTOR AUDIOVISUAL desde CASA con FlexClip | DelcaVideography;Oct 1, 2019;;;;;;;;;;;;;0;;;;;0;;;;;;;53;0
Dlnp9EqC1ss;SALUDOS, FELIZ AÑO Y AGRADECIMIENTOS;Dec 28, 2016;;;;;;;;;;;;;0;;;;;0;;;;;;;10;0
EU4_dX0UG5M;Diseños profesionales a 1 clic | DelcaVideography;Aug 20, 2019;;;;;;;;;;;;;0;;;;;0;;;;;;;30;0
EXzvDQrSFoU;33th America's Cup - Puerto Valencia;Feb 16, 2010;;;;;;;;;;;;;0;;;;;0;;;;;;;5;0
Fg0DxFapCZU;Medellín, Urbanismo Natural;May 21, 2009;;;;;;;;;;;;;0;;;;;0;;;;;;;4;0
GziVls5DvCQ;🎊 FELIZ NAVIDAD Y PRÓSPERO 2021 te desea DelcaVideography 🎉;Dec 31, 2020;;;;;;;;;;;;;0;;;;;0;;;;;;;22;0
HyhguQ-x05g;Recorrido Valencia en bicicleta!;Feb 2, 2010;;;;;;;;;;;;;0;;;;;0;;;;;;;7;0
IBchowQm5KU;Great Mediterranean Skyline Sunset Time Lapse with Canon 550D - SPAIN;Jul 19, 2011;;;;;;;;;;;;;0;;;;;0;;;;;;;6;0
INrjxEDXxT4;Home made videoclips SFX (Special Effects);May 5, 2013;;;;;;;;;;;;;0;;;;;0;;;;;;;5;0
IfZcbvbsZxo;EN VIVO MES DE FEBRERO: PREGUNTAS, DUDAS, INFORMACIÓN;Feb 27, 2018;;;;;;;;;;;;;0;;;;;0;;;;;;;4;0
J305koFLrIE;DelcaVideography introduction trailer!;Dec 30, 2011;;;;;;;;;;;;;0;;;;;0;;;;;;;6;0
JhBKvI8Dcnk;🤘🏼 Así PODRÁS crear INTROS ANIMADAS para tu TRABAJO y REDES SOCIALES en MINUTOS | DelcaVideography;Dec 16, 2021;;;;;;;;;;;;;0;;;;;0;;;;;;;56;0
Jinpaih6Vj4;Nuremberg Toys Fair 2011;Jul 13, 2011;;;;;;;;;;;;;0;;;;;0;;;;;;;5;0
JmwCWSLclQI;✈ Cinematográfico sobrevuelo: MEDELLÍN desde el aire / MEDELLIN from the sky ✈;Mar 16, 2014;;;;;;;;;;;;;0;;;;;0;;;;;;;9;0
KYpWopHEayk;SALUDO ESPECIAL Y MENSAJE POR LOS 30K SUBS / SPECIAL REGARDS AND MESSAGE FOR 30K SUBS;Jul 6, 2016;;;;;;;;;;;;;0;;;;;0;;;;;;;11;0
LDNG6Ie_wIg;AN EVENING IN FERRIS WHEEL IN VALENCIA CITY - SPAIN;Jul 31, 2010;;;;;;;;;;;;;0;;;;;0;;;;;;;1;0
LP3no5HoESo;INTRO DelcaVideography RACING;Apr 13, 2014;;;;;;;;;;;;;0;;;;;0;;;;;;;6;0
NDzJCYWeKjk;Medellín, Sur Oriente;Apr 11, 2009;;;;;;;;;;;;;0;;;;;0;;;;;;;5;0
O9L0N4cXntM;MEDELLIN ZOOM TEST;Jul 12, 2009;;;;;;;;;;;;;0;;;;;0;;;;;;;2;0
OH8m3pImJyQ;Flujo de materia en las calles de Medellín;Jan 8, 2009;;;;;;;;;;;;;0;;;;;0;;;;;;;5;0
OukC6ADBwxA;VENTANA COMPLEJO FORUM - MEDELLÍN 2009;Jan 22, 2009;;;;;;;;;;;;;0;;;;;0;;;;;;;1;0
P4XBjGUo__I;Amazing travel to Paris through the lmp Base;Feb 6, 2010;;;;;;;;;;;;;0;;;;;0;;;;;;;1;0
PABcxl3xZaU;APP TUTORIAL EDITAR FOTOS FÁCILMENTE EN SNAPSEED;Aug 9, 2016;;;;;;;;;;;;;0;;;;;0;;;;;;;14;0
PIe4HWkxn0I;😎 Este CONSEJO MEJORARÁ tu EXPERIENCIA con mis TUTORIALES | DelcaVideography;Oct 2, 2021;;;;;;;;;;;;;0;;;;;0;;;;;;;39;0
PMZYdmkDRx4;Medellin's Timelapse Video;Dec 15, 2013;;;;;;;;;;;;;0;;;;;0;;;;;;;14;0
PkwKaMZSPo0;🥇 PROMOCIÓN BLACK WEEK CURSO MAESTRO DISEÑO GRÁFICO Y AUDIOVISUAL;Nov 23, 2017;;;;;;;;;;;;;0;;;;;0;;;;;;;4;0
Q-7WuQxa5R0;Especial 10.000 SUBS DelcaVideography;Jul 26, 2015;;;;;;;;;;;;;0;;;;;0;;;;;;;7;0
Q1e8WoDrxEg;MEDELLÍN, CIUDAD DEL RÍO;Sep 2, 2009;;;;;;;;;;;;;0;;;;;0;;;;;;;1;0
QbskfptMMc4;DJI Phantom 2 Unboxing and Assembly;May 7, 2014;;;;;;;;;;;;;0;;;;;0;;;;;;;6;0
R7XsajYjpAQ;Photo Video Intro of Valencia, Spain;Feb 5, 2010;;;;;;;;;;;;;0;;;;;0;;;;;;;3;0
R_p0sqjLpNo;What if Paris appears within a Handkerchief!;Feb 6, 2010;;;;;;;;;;;;;0;;;;;0;;;;;;;3;0
S4vhNocWfok;💚 Mis Tutoriales de LOGOS RECOMENDADOS COREL DRAW 👉🏼 Parte 2 💥 DelcaVideography;Mar 2, 2019;;;;;;;;;;;;;0;;;;;0;;;;;;;19;0
SK0KLPCtXDY;An Odd Star Wars Mirror;Feb 6, 2010;;;;;;;;;;;;;0;;;;;0;;;;;;;1;0
