;nombre_video;fecha_publicacion;visualizaciones;tiempo_de_visualizacion_(horas);suscriptores;tus_ingresos_estimados_(usd);impresiones;porcentaje_de_clics_de_las_impresiones_(%);nombre_video_original;info_videos;duracion_video;page_links;id;dateCreated;likes;dislikes;rating;viewCount;Tema;Cant_Recomendaciones;Tiempo_Recomendación1;Tiempo_Recomendación2;Tiempo_Recomendación3;minutos_recom1;minutos_recom2;minutos_recom3;Publicidad_inicio;Publicidad_fin;Cant_Publicidad_durante;Tiempo_Publicidad_1;Tiempo_Publicidad_2;Tiempo_Publicidad_3;Tiempo_Publicidad_4;Tiempo_Publicidad_5;Tiempo_Publicidad_6;Tiempo_Publicidad_7;Tiempo_Publicidad_8;Polarity;minutos_publi1;minutos_publi2;minutos_publi3;minutos_publi4;minutos_publi5;minutos_publi6;minutos_publi7;minutos_publi8;fecha_publicacion_ff;dia_semana_str;dia_semana;duracion_video_minutos;duracion_video_segundos;duracion_video_horas;porc_visualizacion;marca_exito;marca_exito2;rangos_duracion_video;rangos_Cant_Publicidad;rangos_Cant_Recomendaciones;consecutivo_tema;Cantida Publicidad;Cantida Recomendacion;Duracion Minutos;Densidad_Publicitaria;Densidad_Recomendacion;porc_min_recom1;porc_min_recom2;porc_min_recom3;porc_min_publi1;porc_min_publi2;porc_min_publi3;porc_min_publi4;porc_min_publi5;porc_min_publi6;porc_min_publi7;porc_min_publi8
45;⭐ Usa la HERRAMIENTA ORIGEN para OPTIMIZAR tu FLUJO de TRABAJO ▶ CorelDRAW;20220823;812;57.3606;1;1.268;26126;1.74;⭐ Usa la HERRAMIENTA ORIGEN para OPTIMIZAR tu FLUJO de TRABAJO ▶ CorelDRAW;2 meses 16 minutos 768 visitas;00:16:44;https://www.youtube.com/watch?v=9SKCAwbvsFI;9SKCAwbvsFI;2022-10-30T23:53:11.99072Z;58;0;5;768;Herramientas CorelDraw;3;00:16:24.000002;00:16:25.000006;00:16:25.000010;16.4;16.41666667;16.41666667;1;1;3;00:03:57.000002;00:10:36.000004;00:13:45;;;;;;0.2;3.95;10.6;13.75;;;;;;2022-08-23 00:00:00;Tuesday;1;16.73333333;44;0.291111111;0.242660381;0;0;(0.214, 0.31];(2.0, 4.0];3.0;7;3;3;17.46666667;0.172;0.172;0.938931298;0.939885496;0.939885496;0.226145038;0.606870229;0.78721374;;;;;
46;🌟 AMAZING PERSPECTIVE Tips ▶ CREATE 3D TEXT in CorelDRAW;20210923;2183;206.4005;14;5.572;53465;2.18;🌟 AMAZING PERSPECTIVE Tips ▶ CREATE 3D TEXT in CorelDRAW;1 año 12 minutos y 35 segundos 2,183 visitas;00:12:35;https://www.youtube.com/watch?v=-5PYYhPKDQ0;-5PYYhPKDQ0;2022-03-02T10:45:49.66528Z;154;2;4.948717949;1741;Tips CorelDraw;3;00:12:14.000023;00:12:17;00:12:19.000003;12.23333333;12.28333333;12.31666667;1;1;4;00:04:25.000012;00:06:12;00:09:00;00:10:53.000007;;;;;0.45047619;4.416666667;6.2;9;10.88333333;;;;;2021-09-23 00:00:00;Thursday;3;12.58333333;35;0.219444444;0.430856271;1;0;(0.214, 0.31];(2.0, 4.0];3.0;14;4;3;13.16666667;0.304;0.228;0.929113924;0.932911392;0.935443038;0.335443038;0.470886076;0.683544304;0.826582278;;;;
47;🌟 Ahora puedes EXPORTAR VARIAS IMÁGENES en un PASO con CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;20210323;4460;124.9825;9;6.181;48363;3.22;🌟 Ahora puedes EXPORTAR VARIAS IMÁGENES en un PASO con CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;1 año 4 minutos y 23 segundos 4,282 visitas;00:04:23;https://www.youtube.com/watch?v=K08R2VIr8uY;K08R2VIr8uY;2022-02-14T07:40:13.76707Z;39;13;4;2590;Herramientas CorelDraw;3;00:04:02.000019;00:04:07.000026;00:04:13.000027;4.033333333;4.116666667;4.216666667;1;1;0;;;;;;;;;;;;;;;;;;2021-03-23 00:00:00;Tuesday;1;4.383333333;23;0.079444444;0.352736837;1;1;(0.0, 0.169];;3.0;7;0;3;4.766666667;0;0.629;0.846153846;0.863636364;0.884615385;;;;;;;;
48;🌟 CONOCE el Nuevo DIBUJO en PERSPECTIVA de CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;20210316;6368;323.9838;20;9.152;94680;3.82;🌟 CONOCE el Nuevo DIBUJO en PERSPECTIVA de CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;1 año 8 minutos y 53 segundos 6,166 visitas;00:08:53;https://www.youtube.com/watch?v=1ZN1Y0ItkDE;1ZN1Y0ItkDE;2022-01-21T09:39:27.565984Z;116;4;4.866666667;4181;Herramientas CorelDraw;3;00:08:32.000009;00:08:37.000016;00:08:43.000017;8.533333333;8.616666667;8.716666667;1;1;4;00:01:01.000009;00:04:23.000029;00:07:24.000003;00:08:31.000013;;;;;;1.016666667;4.383333333;7.4;8.516666667;;;;;2021-03-16 00:00:00;Tuesday;1;8.883333333;53;0.162777778;0.312554046;1;1;(0.0, 0.169];(2.0, 4.0];3.0;7;4;3;9.766666667;0.41;0.307;0.873720137;0.88225256;0.892491468;0.104095563;0.448805461;0.757679181;0.872013652;;;;
49;🌟 Conoce la Nueva COLABORACIÓN de TRABAJO REMOTO en CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;20210406;1003;22.3128;-4;0.745;33063;1.62;🌟 Conoce la Nueva COLABORACIÓN de TRABAJO REMOTO en CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;1 año 5 minutos y 32 segundos 980 visitas;00:05:32;https://www.youtube.com/watch?v=8ZKIBOf72I0;8ZKIBOf72I0;2022-02-14T07:38:36.721765Z;19;2;4.619047619;741;Herramientas CorelDraw;3;00:05:22.000011;00:05:16.000010;00:05:22.000011;5.366666667;5.266666667;5.366666667;1;1;0;;;;;;;;;;;;;;;;;;2021-04-06 00:00:00;Tuesday;1;5.533333333;32;0.101111111;0.220015996;0;0;(0.0, 0.169];;3.0;7;0;3;6.066666667;0;0.495;0.884615385;0.868131868;0.884615385;;;;;;;;
50;🌟 CorelDRAW FAST Techniques for Beginners ▶ 3 MIN⏰ TUTORIAL OLYMPIC GAMES Logo;20210802;1157;34.113;2;0.832;31294;1.96;🌟 CorelDRAW FAST Techniques for Beginners ▶ 3 MIN⏰ TUTORIAL OLYMPIC GAMES Logo;1 año 2 minutos y 56 segundos 1,156 visitas;00:02:56;https://www.youtube.com/watch?v=-FftNs-zJy4;-FftNs-zJy4;2022-02-14T07:40:15.052381Z;43;2;4.822222222;1068;Técnicas CorelDraw;3;00:02:36.000011;00:02:38.000012;00:02:40.000015;2.6;2.633333333;2.666666667;1;1;0;;;;;;;;;1;;;;;;;;;2021-08-02 00:00:00;Monday;0;2.933333333;56;0.064444444;0.457510506;1;0;(0.0, 0.169];;3.0;16;0;3;3.866666667;0;0.776;0.672413793;0.681034483;0.689655172;;;;;;;;
51;🌟 DESCUBRE cómo REEMPLAZAR COLORES de IMÁGENES (FÁCIL) en CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;20210325;4825;186.7283;17;4.211;62417;4.09;🌟 DESCUBRE cómo REEMPLAZAR COLORES de IMÁGENES (FÁCIL) en CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;1 año 5 minutos y 28 segundos 4,541 visitas;00:05:28;https://www.youtube.com/watch?v=BwW5ar0rq6I;BwW5ar0rq6I;2022-02-14T07:38:36.501374Z;58;5;4.682539683;2582;Herramientas CorelDraw;3;00:05:19.000005;00:05:13.000004;00:05:19.000005;5.316666667;5.216666667;5.316666667;1;1;0;;;;;;;;;;;;;;;;;;2021-03-25 00:00:00;Thursday;3;5.466666667;28;0.098888889;0.391349991;1;1;(0.0, 0.169];;3.0;7;0;3;5.933333333;0;0.506;0.896067416;0.879213483;0.896067416;;;;;;;;
52;🌟 DESCUBRE el Nuevo MULTIPÁGINA de CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;20210318;1620;49.9267;5;1.406;41011;2.09;🌟 DESCUBRE el Nuevo MULTIPÁGINA de CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;1 año 4 minutos y 26 segundos 1,596 visitas;00:04:26;https://www.youtube.com/watch?v=GuGi6v3zUa0;GuGi6v3zUa0;2022-02-14T07:38:36.439811Z;47;2;4.836734694;1323;Herramientas CorelDraw;3;00:04:05.000020;00:04:10.000027;00:04:16.000028;4.083333333;4.166666667;4.266666667;1;1;0;;;;;;;;;;;;;;;;;;2021-03-18 00:00:00;Thursday;3;4.433333333;26;0.081111111;0.379959665;1;0;(0.0, 0.169];;3.0;7;0;3;4.866666667;0;0.616;0.839041096;0.856164384;0.876712329;;;;;;;;
53;🌟 Lo NUEVO de CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;20210315;23887;1537.5073;172;34.79;329305;3.87;🌟 Lo NUEVO de CorelDRAW 2021 ▶ DelcaVideography de DelcaVideography;1 año 17 minutos 23,798 visitas;00:17:18;https://www.youtube.com/watch?v=XS6ocwaU89s;XS6ocwaU89s;2022-01-22T02:24:47.439833Z;395;20;4.807228916;23633;Informativo CorelDraw;3;00:17:08.000013;00:17:02.000012;00:17:08.000013;17.13333333;17.03333333;17.13333333;1;1;4;00:01:06.000012;00:05:55.000018;00:09:07.000028;00:14:59.000015;;;;;;1.1;5.916666667;9.116666667;14.98333333;;;;;2021-03-15 00:00:00;Monday;0;17.3;18;0.293333333;0.219429068;0;1;(0.214, 0.31];(2.0, 4.0];3.0;8;4;3;17.6;0.227;0.17;0.973484848;0.96780303;0.973484848;0.0625;0.336174242;0.517992424;0.851325758;;;;
54;🎇 5 TRUCOS para CREAR DISEÑOS PRO en CorelDRAW ▶ TUTORIAL;20220524;3008;271.1899;26;5.201;71801;2.63;🎇 5 TRUCOS para CREAR DISEÑOS PRO en CorelDRAW ▶ TUTORIAL;5 meses 19 minutos 2,829 visitas;00:19:47;https://www.youtube.com/watch?v=O1Z08LHtUto;O1Z08LHtUto;2022-05-26T00:34:35.609654Z;71;0;5;707;Trucos CorelDraw;3;00:19:26.000012;00:19:26.000017;00:19:27.000002;19.43333333;19.43333333;19.45;1;1;4;00:04:49.000008;00:08:58.000010;00:11:42.000010;00:17:24.000008;;;;;0.444642857;4.816666667;8.966666667;11.7;17.4;;;;;2022-05-24 00:00:00;Tuesday;1;19.78333333;47;0.342777778;0.263016516;0;0;;(2.0, 4.0];3.0;15;4;3;20.56666667;0.194;0.146;0.944894652;0.944894652;0.945705024;0.234197731;0.435980551;0.568881686;0.846029173;;;;
55;🎇 COMBINA estas TÉCNICAS para _CREAR LOGOS INCREÍBLES_ en CorelDRAW;20211014;2251;177.1279;9;4.751;80506;1.32;🎇 COMBINA estas TÉCNICAS para *CREAR LOGOS INCREÍBLES* en CorelDRAW;1 año 16 minutos 2,262 visitas;00:16:20;https://www.youtube.com/watch?v=CoRu0b3xQjA;CoRu0b3xQjA;2022-03-02T10:47:08.105816Z;156;2;4.949367089;1985;Técnicas CorelDraw;3;00:16:00.000009;00:16:02.000011;00:16:04.000013;16;16.03333333;16.06666667;1;1;4;00:03:20.000012;00:06:28.000012;00:10:47.000008;00:15:09.000018;;;;;0.588113276;3.333333333;6.466666667;10.78333333;15.15;;;;;2021-10-14 00:00:00;Thursday;3;16.33333333;20;0.277777778;0.283278738;0;0;(0.214, 0.31];(2.0, 4.0];3.0;16;4;3;16.66666667;0.24;0.18;0.96;0.962;0.964;0.2;0.388;0.647;0.909;;;;
56;🎉🎈 TIPS ESENCIALES para CREAR tu PROPIA TARJETA de CUMPLEAÑOS en CorelDRAW;20211207;1376;83.4713;12;2.771;61654;0.96;🎉🎈 TIPS ESENCIALES para CREAR tu PROPIA TARJETA de CUMPLEAÑOS en CorelDRAW;10 meses 12 minutos y 7 segundos 1,402 visitas;00:12:07;https://www.youtube.com/watch?v=q9Um7q-MN28;q9Um7q-MN28;2022-01-21T04:19:12.293208Z;78;0;5;947;Tips CorelDraw;3;00:11:46.000008;00:11:48.000010;00:11:50.000012;11.76666667;11.8;11.83333333;1;1;3;00:02:28.000020;00:05:41;00:10:25.000011;;;;;;0.4775;2.466666667;5.683333333;10.41666667;;;;;;2021-12-07 00:00:00;Tuesday;1;12.11666667;7;0.203888889;0.297526179;1;0;(0.169, 0.214];(2.0, 4.0];3.0;14;3;3;12.23333333;0.245;0.245;0.961852861;0.964577657;0.967302452;0.201634877;0.464577657;0.851498638;;;;;
57;🎧🔊 Te MUESTRO CÓMO INSTALÉ las Espumas Acústicas en mi ESTUDIO ⚡;20220421;466;14.0877;-1;0.642;19441;1.44;🎧🔊 Te MUESTRO CÓMO INSTALÉ las Espumas Acústicas en mi ESTUDIO ⚡;6 meses 5 minutos y 22 segundos 466 visitas;00:05:22;https://www.youtube.com/watch?v=1WflrST7JBI;1WflrST7JBI;2022-10-30T23:54:00.949249Z;34;0;5;466;Espumas Acústicas;0;;;;;;;1;1;0;;;;;;;;;0.403995671;;;;;;;;;2022-04-21 00:00:00;Thursday;3;5.366666667;22;0.095555556;0.316372143;1;0;(0.0, 0.169];;0.0;6;0;0;5.733333333;0;0;;;;;;;;;;;
58;🎱🥌 La MEJOR FORMA de APLICAR TEXTURAS 3D ⚙ a LOGOS en CorelDRAW;20211102;2390;170.4774;20;4.293;79546;1.53;🎱🥌 La MEJOR FORMA de APLICAR TEXTURAS 3D ⚙ a LOGOS en CorelDRAW;11 meses 11 minutos y 52 segundos 2,426 visitas;00:11:52;https://www.youtube.com/watch?v=6naaK-WHF2M;6naaK-WHF2M;2022-03-02T10:45:51.322542Z;174;4;4.91011236;1803;Herramientas CorelDraw;3;00:11:32;00:11:34.000001;00:11:36.000004;11.53333333;11.56666667;11.6;1;1;4;00:03:23;00:05:48.000019;00:08:15.000015;00:11:35.000016;;;;;0.422190476;3.383333333;5.8;8.25;11.58333333;;;;;2021-11-02 00:00:00;Tuesday;1;11.86666667;52;0.212222222;0.336107385;1;0;(0.169, 0.214];(2.0, 4.0];3.0;7;4;3;12.73333333;0.314;0.236;0.905759162;0.908376963;0.910994764;0.265706806;0.455497382;0.647905759;0.909685864;;;;
59;🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW;20211026;1759;101.0199;0;2.897;58749;1.23;🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW ;1 año 12 minutos y 50 segundos 1,760 visitas;00:12:50;https://www.youtube.com/watch?v=v5V8I3Oih-g;v5V8I3Oih-g;2022-03-02T10:10:23.245505Z;125;3;4.90625;1621;Diseño distinto a Logos;3;00:12:29.000017;00:12:31.000019;00:12:33.000021;12.48333333;12.51666667;12.55;1;1;3;00:03:40.000003;00:08:10.000016;00:11:48;;;;;;0.416111111;3.666666667;8.166666667;11.8;;;;;;2021-10-26 00:00:00;Tuesday;1;12.83333333;50;0.227777778;0.25213303;0;0;(0.214, 0.31];(2.0, 4.0];3.0;4;3;3;13.66666667;0.22;0.22;0.913414634;0.915853659;0.918292683;0.268292683;0.597560976;0.863414634;;;;;
60;🐱_👤Con estos MÉTODOS PRÁCTICOS 🧐 puedes DISEÑAR LOGOS Fácilmente en CorelDRAW;20211028;1392;59.9538;6;2.275;71375;0.82;🐱‍👤Con estos MÉTODOS PRÁCTICOS 🧐 puedes DISEÑAR LOGOS Fácilmente en CorelDRAW;1 año 8 minutos y 33 segundos 1,397 visitas;00:08:33;https://www.youtube.com/watch?v=64COMqKhPds;64COMqKhPds;2022-03-02T10:05:29.93049Z;93;0;5;1286;Métodos CorelDraw;3;00:08:12.000009;00:08:14.000010;00:08:16.000013;8.2;8.233333333;8.266666667;1;1;3;00:03:24.000001;00:05:48.000019;00:08:07.000004;;;;;;;3.4;5.8;8.116666667;;;;;;2021-10-28 00:00:00;Thursday;3;8.55;33;0.151666667;0.283979727;0;0;(0.0, 0.169];(2.0, 4.0];3.0;11;3;3;9.1;0.33;0.33;0.901098901;0.904761905;0.908424908;0.373626374;0.637362637;0.891941392;;;;;
61;👉 Cómo poner la BARRA de HERRAMIENTAS 🛠 de Corel Draw ▶;20210503;41179;1429.967;285;54.042;206048;11.06;👉 Cómo poner la BARRA de HERRAMIENTAS 🛠 de Corel Draw ▶ DelcaVideography de DelcaVideography;1 año 3 minutos y 43 segundos 41,160 visitas;00:03:43;https://www.youtube.com/watch?v=PYF0AejVLTY;PYF0AejVLTY;2022-01-24T14:28:07.079823Z;475;36;4.718199609;36051;Herramientas CorelDraw;2;00:03:22.000024;00:03:30.000023;;3.366666667;3.5;;1;1;0;;;;;;;;;;;;;;;;;;2021-05-03 00:00:00;Monday;0;3.716666667;43;0.073888889;0.469971025;1;1;(0.0, 0.169];;2.0;7;0;2;4.433333333;0;0.451;0.759398496;0.789473684;;;;;;;;;
62;👉 Cuánto ESPACIO OCUPA Corel DRAW ▶;20210513;1503;19.6828;1;1.422;38308;1.93;👉 Cuánto ESPACIO OCUPA Corel DRAW ▶ DelcaVideography de DelcaVideography;1 año 1 minuto y 20 segundos 1,502 visitas;00:01:20;https://www.youtube.com/watch?v=o6p51KtkmYM;o6p51KtkmYM;2022-02-14T07:38:36.279052Z;26;2;4.714285714;751;Informativo CorelDraw;2;00:00:59.000015;00:01:02.000021;;0.983333333;1.033333333;;1;1;0;;;;;;;;;;;;;;;;;;2021-05-13 00:00:00;Thursday;3;1.333333333;20;0.027777778;0.471444311;1;0;(0.0, 0.169];;2.0;8;0;2;1.666666667;0;1.2;0.59;0.62;;;;;;;;;
63;👉 Estas son las PRINCIPALES CARACTERÍSTICAS de Corel Draw ▶ DelcaVideography de DelcaVideography;20210302;10452;197.9181;62;11.406;81017;7.75;👉 Estas son las PRINCIPALES CARACTERÍSTICAS de Corel Draw ▶ DelcaVideography de DelcaVideography;1 año 1 minuto y 47 segundos 10,044 visitas;00:01:47;https://www.youtube.com/watch?v=dDYz3dwnX0A;dDYz3dwnX0A;2022-02-23T09:36:14.75105Z;96;3;4.878787879;6281;Características CorelDraw;3;00:01:35;00:01:36.000014;00:01:37.000024;1.583333333;1.6;1.616666667;1;1;0;;;;;;;;;;;;;;;;;;2021-03-02 00:00:00;Tuesday;1;1.783333333;47;0.042777778;0.442657566;1;1;(0.0, 0.169];;3.0;1;0;3;2.566666667;0;1.169;0.616883117;0.623376623;0.62987013;;;;;;;;
64;👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶;20210520;5936;243.6388;28;5.957;67760;5.51;👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶ DelcaVideography de DelcaVideography;1 año 4 minutos y 35 segundos 5,928 visitas;00:04:35;https://www.youtube.com/watch?v=QYP39ZUhx1g;QYP39ZUhx1g;2022-02-23T08:59:19.225492Z;66;4;4.771428571;2021;Herramientas CorelDraw;2;00:04:23.000009;00:04:23.000009;;4.383333333;4.383333333;;1;1;0;;;;;;;;;0;;;;;;;;;2021-05-20 00:00:00;Thursday;3;4.583333333;35;0.086111111;0.476643161;1;1;(0.0, 0.169];;2.0;7;0;2;5.166666667;0;0.387;0.848387097;0.848387097;;;;;;;;;
65;👉 Esto es lo que PUEDES HACER con Corel Draw ▶ DelcaVideography de DelcaVideography;20210304;18029;364.9207;90;17.467;123552;7.92;👉 Esto es lo que PUEDES HACER con Corel Draw ▶ DelcaVideography de DelcaVideography;1 año 1 minuto y 51 segundos 16,326 visitas;00:01:51;https://www.youtube.com/watch?v=_g8JtwLevHA;_g8JtwLevHA;2022-02-23T09:36:14.818386Z;206;4;4.923809524;15531;Características CorelDraw;3;00:01:36.000014;00:01:39.000010;00:01:40.000026;1.6;1.65;1.666666667;1;1;0;;;;;;;;;;;;;;;;;;2021-03-04 00:00:00;Thursday;3;1.85;51;0.045;0.449794713;1;1;(0.0, 0.169];;3.0;1;0;3;2.7;0;1.111;0.592592593;0.611111111;0.617283951;;;;;;;;
66;👉 Estos son los REQUISITOS para INSTALAR Corel DRAW ▶;20210510;9866;271.8139;34;11.453;67056;5.55;👉 Estos son los REQUISITOS para INSTALAR Corel DRAW ▶ DelcaVideography de DelcaVideography;1 año 4 minutos y 5 segundos 9,857 visitas;00:04:05;https://www.youtube.com/watch?v=Wm7m8Uoonec;Wm7m8Uoonec;2022-01-26T07:34:23.495893Z;90;3;4.870967742;8155;Informativo CorelDraw;2;00:03:44.000003;00:03:47.000009;;3.733333333;3.783333333;;1;1;0;;;;;;;;;0.054411765;;;;;;;;;2021-05-10 00:00:00;Monday;0;4.083333333;5;0.069444444;0.396728174;1;1;(0.0, 0.169];;2.0;8;0;2;4.166666667;0;0.48;0.896;0.908;;;;;;;;;
67;👉 PASOS para INGRESAR a Corel Draw ▶ DelcaVideography de DelcaVideography;20210429;7064;249.3815;38;5.341;77788;4.85;👉 PASOS para INGRESAR a Corel Draw ▶ DelcaVideography de DelcaVideography;1 año 4 minutos y 10 segundos 6,651 visitas;00:04:10;https://www.youtube.com/watch?v=9lcfYNSQNO0;9lcfYNSQNO0;2022-02-23T09:36:14.312928Z;85;0;5;4030;Herramientas CorelDraw;2;00:03:49.000027;00:03:59.000020;;3.816666667;3.983333333;;1;1;0;;;;;;;;;;;;;;;;;;2021-04-29 00:00:00;Thursday;3;4.166666667;10;0.072222222;0.488812941;1;1;(0.0, 0.169];;2.0;7;0;2;4.333333333;0;0.462;0.880769231;0.919230769;;;;;;;;;
68;👉🏼 7 Programas GRATUITOS para EDITAR VÍDEOS 💥 que DEDEBS CONOCER🔥;20210610;1230;72.6054;-2;3.131;35883;1.62;👉🏼 7 Programas GRATUITOS para EDITAR VÍDEOS 💥 que DEDEBS CONOCER🔥 de DelcaVideography;1 año 16 minutos 1,229 visitas;00:16:14;https://www.youtube.com/watch?v=OZoHxV1UGnw;OZoHxV1UGnw;2022-02-03T02:29:43.084487Z;60;0;5;978;Edición videos;3;00:15:22.000023;00:15:57.000011;00:15:55.000023;15.36666667;15.95;15.91666667;1;1;4;00:03:25.000015;00:05:50.000012;00:09:52.000005;00:12:59.000007;;;;;0.410087891;3.416666667;5.833333333;9.866666667;12.98333333;;;;;2021-06-10 00:00:00;Thursday;3;16.23333333;14;0.274444444;0.215084625;0;0;(0.214, 0.31];(2.0, 4.0];3.0;5;4;3;16.46666667;0.243;0.182;0.933198381;0.968623482;0.96659919;0.207489879;0.354251012;0.599190283;0.788461538;;;;
69;👉🏼 ASÍ puedes CREAR EFECTOS INCREÍBLES Y COMPLEJOS 😮 en CorelDRAW  ▶ TUTORIAL;20220531;4061;375.5217;35;6.896;74649;3.37;👉🏼 ASÍ puedes CREAR EFECTOS INCREÍBLES Y COMPLEJOS 😮 en CorelDRAW  ▶ TUTORIAL;4 meses 17 minutos 3,587 visitas;00:17:15;https://www.youtube.com/watch?v=qb1g0l0s-8M;qb1g0l0s-8M;2022-10-30T23:53:25.142325Z;255;4;4.938223938;3587;Diseño distinto a Logos;3;00:16:54.000009;00:16:54.000014;00:16:54.000023;16.9;16.9;16.9;1;1;4;00:05:39.000002;00:09:47.000016;00:14:14.000016;00:16:15.000012;;;;;0.292;5.65;9.783333333;14.23333333;16.25;;;;;2022-05-31 00:00:00;Tuesday;1;17.25;15;0.291666667;0.31704087;1;1;(0.214, 0.31];(2.0, 4.0];3.0;4;4;3;17.5;0.229;0.171;0.965714286;0.965714286;0.965714286;0.322857143;0.559047619;0.813333333;0.928571429;;;;
70;👉🏼 Conoce las VENTAJAS 💚 & DESVENTAJAS 💔 de Corel Draw ▶ DelcaVideography de DelcaVideography;20210426;8981;505.0297;43;11.741;115306;4.74;👉🏼 Conoce las VENTAJAS 💚 & DESVENTAJAS 💔 de Corel Draw ▶ DelcaVideography de DelcaVideography;1 año 5 minutos y 43 segundos 8,544 visitas;00:05:43;https://www.youtube.com/watch?v=BQniSD1h1VA;BQniSD1h1VA;2022-02-13T01:31:47.199125Z;154;5;4.874213836;8030;Características CorelDraw;3;00:05:30.000010;00:05:32.000019;00:05:35;5.5;5.533333333;5.583333333;1;1;0;;;;;;;;;;;;;;;;;;2021-04-26 00:00:00;Monday;0;5.716666667;43;0.107222222;0.52445402;1;1;(0.0, 0.169];;3.0;1;0;3;6.433333333;0;0.466;0.85492228;0.860103627;0.867875648;;;;;;;;
