;nombre_video;fecha_publicacion;visualizaciones;tiempo_de_visualizacion_(horas);suscriptores;tus_ingresos_estimados_(usd);impresiones;porcentaje_de_clics_de_las_impresiones_(%);nombre_video_original;info_videos;duracion_video;page_links;id;dateCreated;likes;dislikes;rating;viewCount;Tema;Cant_Recomendaciones;Tiempo_Recomendación1;Tiempo_Recomendación2;Tiempo_Recomendación3;minutos_recom1;minutos_recom2;minutos_recom3;Publicidad_inicio;Publicidad_fin;Cant_Publicidad_durante;Tiempo_Publicidad_1;Tiempo_Publicidad_2;Tiempo_Publicidad_3;Tiempo_Publicidad_4;Tiempo_Publicidad_5;Tiempo_Publicidad_6;Tiempo_Publicidad_7;Tiempo_Publicidad_8;Polarity;minutos_publi1;minutos_publi2;minutos_publi3;minutos_publi4;minutos_publi5;minutos_publi6;minutos_publi7;minutos_publi8;fecha_publicacion_ff;dia_semana_str;dia_semana;duracion_video_minutos;duracion_video_segundos;duracion_video_horas;porc_visualizacion;marca_exito;marca_exito2;rangos_duracion_video;rangos_Cant_Publicidad;rangos_Cant_Recomendaciones;consecutivo_tema;Cantida Publicidad;Cantida Recomendacion;Duracion Minutos;Densidad_Publicitaria;Densidad_Recomendacion;porc_min_recom1;porc_min_recom2;porc_min_recom3;porc_min_publi1;porc_min_publi2;porc_min_publi3;porc_min_publi4;porc_min_publi5;porc_min_publi6;porc_min_publi7;porc_min_publi8
71;👌🏼 Te DOY un TRUCO SECRETO 🤯 para HACER INTROS INCREÍBLES y en POCOS PASOS;20211215;918;4.2187;0;0.097;21048;1.91;👌🏼 Te DOY un TRUCO SECRETO 🤯 para HACER INTROS INCREÍBLES y en POCOS PASOS;10 meses 21 segundos 921 visitas;00:21:00;https://www.youtube.com/watch?v=5WcmcnMkBHw;5WcmcnMkBHw;2022-02-04T04:43:26.171245Z;33;3;4.666666667;791;Consejos CorelDraw;0;;;;;;;1;1;0;;;;;;;;;0.25;;;;;;;;;2021-12-15 00:00:00;Wednesday;2;21;0;0.35;0.013130096;0;0;;;0.0;2;0;0;21;0;0;;;;;;;;;;;
72;💙 Curso VEGAS PRO en YOUTUBE 2021 (Entrenamiento Online) ▶;20210518;1962;23.559;24;2.777;26199;1.69;💙 Curso VEGAS PRO en YOUTUBE 2021 (Entrenamiento Online) ▶ DelcaVideography de DelcaVideography;1 año 1 minuto y 49 segundos 2,027 visitas;00:01:49;https://www.youtube.com/watch?v=wtx9fZTQFB8;wtx9fZTQFB8;2022-02-03T02:30:22.064821Z;62;3;4.815384615;1342;Edición videos;2;00:01:37;00:01:37;;1.616666667;1.616666667;;1;1;0;;;;;;;;;0.264333333;;;;;;;;;2021-05-18 00:00:00;Tuesday;1;1.816666667;49;0.043888889;0.273591917;0;0;(0.0, 0.169];;2.0;5;0;2;2.633333333;0;0.759;0.613924051;0.613924051;;;;;;;;;
73;💚 CorelDRAW EASIEST Techniques for Beginners & Experts (💗+🎀) ▶ LOGO Tutorial;20210721;1161;57.3995;4;1.733;26577;1.72;💚 CorelDRAW EASIEST Techniques for Beginners & Experts (💗+🎀) ▶ LOGO Tutorial;1 año 9 minutos y 25 segundos 1,160 visitas;00:09:25;https://www.youtube.com/watch?v=7zv_dRp9GRQ;7zv_dRp9GRQ;2022-02-14T07:40:12.173349Z;65;0;5;1040;Técnicas CorelDraw;3;00:09:04.000024;00:09:07.000008;00:09:10.000027;9.066666667;9.116666667;9.166666667;1;1;3;00:02:30.000009;00:05:41.000018;00:08:57.000024;;;;;;0.202806713;2.5;5.683333333;8.95;;;;;;2021-07-21 00:00:00;Wednesday;2;9.416666667;25;0.163888889;0.30166601;1;0;(0.0, 0.169];(2.0, 4.0];3.0;16;3;3;9.833333333;0.305;0.305;0.922033898;0.927118644;0.93220339;0.254237288;0.577966102;0.910169492;;;;;
74;💚 Curso COREL DRAW en YOUTUBE 2022 (Entrenamiento Online) ▶ DelcaVideography de DelcaVideography;20210308;25802;391.6244;779;28.803;113027;3.45;💚 Curso COREL DRAW en YOUTUBE 2022 (Entrenamiento Online) ▶ DelcaVideography de DelcaVideography;1 año 1 minuto y 53 segundos 24,600 visitas;00:01:53;https://www.youtube.com/watch?v=Mf_462e-1PI;Mf_462e-1PI;2022-02-23T08:59:19.882151Z;587;10;4.932998325;22260;Curso CorelDraw;2;00:01:32.000017;00:01:39.000019;;1.533333333;1.65;;1;1;0;;;;;;;;;;;;;;;;;;2021-03-08 00:00:00;Monday;0;1.883333333;53;0.046111111;0.329162828;1;1;(0.0, 0.169];;2.0;3;0;2;2.766666667;0;0.723;0.554216867;0.596385542;;;;;;;;;
75;💡 CorelDRAW KEY 🔑 TIPS for Pro & Beginners _ Lightbulb ICON ▶;20210831;1219;33.6398;0;1.332;42576;1.17;💡 CorelDRAW KEY 🔑 TIPS for Pro & Beginners | Lightbulb ICON ▶DelcaVideography de DelcaVideography;1 año 4 minutos y 56 segundos 1,218 visitas;00:04:56;https://www.youtube.com/watch?v=6_-gEvLJQ9E;6_-gEvLJQ9E;2022-02-14T07:40:14.48728Z;36;0;5;1121;Tips CorelDraw;3;00:04:35.000017;00:04:37.000018;00:04:39.000021;4.583333333;4.616666667;4.65;1;1;0;;;;;;;;;0.2625;;;;;;;;;2021-08-31 00:00:00;Tuesday;1;4.933333333;56;0.097777778;0.282234134;0;0;(0.0, 0.169];;3.0;14;0;3;5.866666667;0;0.511;0.78125;0.786931818;0.792613636;;;;;;;;
76;💧 Las MEJORES Técnicas para RENDERIZAR en CorelDRAW ▶ LOGO TUTORIAL;20210803;1814;80.1881;7;3.113;44140;1.97;💧 Las MEJORES Técnicas para RENDERIZAR en CorelDRAW ▶ LOGO TUTORIAL;1 año 7 minutos y 53 segundos 1,813 visitas;00:07:53;https://www.youtube.com/watch?v=uzJhduFORZI;uzJhduFORZI;2022-02-14T07:38:42.55974Z;73;0;5;1296;Técnicas CorelDraw;3;00:07:33.000005;00:07:35.000006;00:07:37.000008;7.55;7.583333333;7.616666667;1;1;0;;;;;;;;;0.055659722;;;;;;;;;2021-08-03 00:00:00;Tuesday;1;7.883333333;53;0.146111111;0.302544594;1;0;(0.0, 0.169];;3.0;16;0;3;8.766666667;0;0.342;0.86121673;0.865019011;0.868821293;;;;;;;;
77;💪🏼 DOMINA esta TÉCNICA para diseñar LOGOS como este en CorelDRAW 🍺;20211012;4248;391.6548;47;8.902;91698;2.45;💪🏼 DOMINA esta TÉCNICA para diseñar LOGOS como este en CorelDRAW 🍺;1 año 17 minutos 4,315 visitas;00:17:20;https://www.youtube.com/watch?v=f_MUrOOOACU;f_MUrOOOACU;2022-01-23T14:28:06.783352Z;223;2;4.964444444;3054;Técnicas CorelDraw;3;00:16:59.000014;00:17:01.000015;00:17:03.000017;16.98333333;17.01666667;17.05;1;1;4;00:03:19.000011;00:08:01;00:12:36;00:15:39.000008;;;;;0.367891414;3.316666667;8.016666667;12.6;15.65;;;;;2021-10-12 00:00:00;Tuesday;1;17.33333333;20;0.294444444;0.313123441;1;0;(0.214, 0.31];(2.0, 4.0];3.0;16;4;3;17.66666667;0.226;0.17;0.961320755;0.963207547;0.96509434;0.187735849;0.453773585;0.713207547;0.885849057;;;;
78;📌 Learn the CorelDRAW BEST Techniques for LOGO Design;20210824;1645;83.985;3;2.001;48122;1.26;📌 Learn the CorelDRAW BEST Techniques for LOGO Design;1 año 15 minutos 1,644 visitas;00:15:45;https://www.youtube.com/watch?v=JT55WYIIhko;JT55WYIIhko;2022-01-23T17:32:46.004047Z;47;0;5;1500;Técnicas CorelDraw;3;00:15:24.000018;00:15:26.000019;00:15:28.000022;15.4;15.43333333;15.46666667;1;1;3;00:01:47.000015;00:05:55.000010;00:11:18.000021;;;;;;-0.058333333;1.783333333;5.916666667;11.3;;;;;;2021-08-24 00:00:00;Tuesday;1;15.75;45;0.275;0.185653495;0;0;(0.214, 0.31];(2.0, 4.0];3.0;16;3;3;16.5;0.182;0.182;0.933333333;0.935353535;0.937373737;0.108080808;0.358585859;0.684848485;;;;;
79;📖 3D FLIP PAGE TEXT Effect _ CorelDRAW TUTORIAL;20210909;2027;109.5547;9;3.504;70801;1.35;📖 3D FLIP PAGE TEXT Effect | CorelDRAW TUTORIAL ▶ DelcaVideography de DelcaVideography;1 año 8 minutos y 18 segundos 2,026 visitas;00:08:18;https://www.youtube.com/watch?v=wC4ZMACUfsQ;wC4ZMACUfsQ;2022-02-14T07:40:37.640383Z;134;2;4.941176471;1759;Herramientas CorelDraw;3;00:07:57.000022;00:07:59.000023;00:08:02.000001;7.95;7.983333333;8.033333333;1;1;2;00:02:18.000020;00:04:56.000010;;;;;;;0.836;2.3;4.933333333;;;;;;;2021-09-09 00:00:00;Thursday;3;8.3;18;0.143333333;0.377077018;1;0;(0.0, 0.169];(0.0, 2.0];3.0;7;2;3;8.6;0.233;0.349;0.924418605;0.928294574;0.934108527;0.26744186;0.573643411;;;;;;
80;🔗 LOGO TUTORIAL CorelDRAW ›BASIC‹ Tips & Tricks 💚 for Beginners & Experts;20210826;1594;62.1296;-2;1.551;67608;1.06;🔗 LOGO TUTORIAL CorelDRAW ›BASIC‹ Tips & Tricks 💚 for Beginners & Experts;1 año 8 minutos y 17 segundos 1,594 visitas;00:08:17;https://www.youtube.com/watch?v=uwA89oxazPM;uwA89oxazPM;2022-02-14T07:40:37.710267Z;81;0;5;1490;Logo en CorelDraw;3;00:07:56.000025;00:07:58.000027;00:08:01;7.933333333;7.966666667;8.016666667;1;1;2;00:01:55.000017;00:05:20.000012;;;;;;;0.25;1.916666667;5.333333333;;;;;;;2021-08-26 00:00:00;Thursday;3;8.283333333;17;0.142777778;0.272991813;0;0;(0.0, 0.169];(0.0, 2.0];3.0;10;2;3;8.566666667;0.233;0.35;0.926070039;0.929961089;0.935797665;0.223735409;0.622568093;;;;;;
81;🔥  MUST SEE! CorelDRAW BEST Techniques for Beginners & Experts TUTORIAL (2021) ⚓  ►;20210624;1083;64.6315;-2;1.997;23655;1.92;🔥  MUST SEE! CorelDRAW BEST Techniques for Beginners & Experts TUTORIAL (2021) ⚓  ► DelcaVideography de DelcaVideography;1 año 20 minutos 1,083 visitas;00:20:16;https://www.youtube.com/watch?v=Wt9VkaxXayI;Wt9VkaxXayI;2022-02-14T07:40:14.002788Z;53;5;4.655172414;956;Técnicas CorelDraw;3;00:19:59.000011;00:20:00.000011;00:20:02.000019;19.98333333;20;20.03333333;1;1;4;00:01:56.000010;00:07:19.000020;00:12:30;00:18:57.000016;;;;;0.675;1.933333333;7.316666667;12.5;18.95;;;;;2021-06-24 00:00:00;Thursday;3;20.26666667;16;0.342222222;0.174384376;0;0;;(2.0, 4.0];3.0;16;4;3;20.53333333;0.195;0.146;0.973214286;0.974025974;0.975649351;0.094155844;0.356331169;0.608766234;0.92288961;;;;
82;🔥 CorelDRAW ADVANCE Techniques for Beginners & Experts _ LOGO TUTORIAL ▶;20210810;1606;82.2658;6;2.133;57604;1.23;🔥 CorelDRAW ADVANCE Techniques for Beginners & Experts | LOGO TUTORIAL ▶ DelcaVideography de DelcaVideography;1 año 19 minutos 1,605 visitas;00:19:39;https://www.youtube.com/watch?v=0Hhq3OPWyLM;0Hhq3OPWyLM;2022-01-22T05:22:52.214927Z;62;2;4.875;1491;Técnicas CorelDraw;3;00:19:19;00:19:21.000001;00:19:23.000003;19.31666667;19.35;19.38333333;1;1;4;00:02:50.000021;00:07:55;00:12:51.000012;00:17:36.000015;;;;;0.375;2.833333333;7.916666667;12.85;17.6;;;;;2021-08-10 00:00:00;Tuesday;1;19.65;39;0.338333333;0.151401088;0;0;;(2.0, 4.0];3.0;16;4;3;20.3;0.197;0.148;0.951559934;0.95320197;0.954844007;0.139573071;0.38998358;0.633004926;0.866995074;;;;
83;🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL;20210729;1430;78.4329;5;2.768;27224;1.9;🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL;1 año 11 minutos y 1 segundo 1,428 visitas;00:11:01;https://www.youtube.com/watch?v=9Y7omimkljg;9Y7omimkljg;2022-01-19T12:05:39.065913Z;67;0;5;1151;Técnicas CorelDraw;3;00:10:41.000014;00:10:43.000009;00:10:45.000012;10.68333333;10.71666667;10.75;1;1;3;00:02:11.000028;00:04:35.000012;00:08:00.000028;;;;;;0.231481481;2.183333333;4.583333333;8;;;;;;2021-07-29 00:00:00;Thursday;3;11.01666667;1;0.183888889;0.298268058;1;0;(0.169, 0.214];(2.0, 4.0];3.0;16;3;3;11.03333333;0.272;0.272;0.968277946;0.971299094;0.974320242;0.197885196;0.415407855;0.725075529;;;;;
84;🔥 CorelDRAW BASIC Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL;20210713;1511;78.0586;4;2.502;35548;1.82;🔥 CorelDRAW BASIC Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL;1 año 9 minutos y 44 segundos 1,511 visitas;00:09:44;https://www.youtube.com/watch?v=v9Q7miWkdhE;v9Q7miWkdhE;2022-01-20T13:28:43.053807Z;91;3;4.872340426;1324;Técnicas CorelDraw;3;00:09:23.000029;00:09:25.000024;00:09:29.000013;9.383333333;9.416666667;9.483333333;1;1;2;00:02:35.000010;00:07:42.000007;;;;;;;0.503125;2.583333333;7.7;;;;;;;2021-07-13 00:00:00;Tuesday;1;9.733333333;44;0.174444444;0.296141417;1;0;(0.169, 0.214];(0.0, 2.0];3.0;16;2;3;10.46666667;0.191;0.287;0.896496815;0.899681529;0.906050955;0.246815287;0.73566879;;;;;;
85;🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼;20210701;939;47.1552;2;1.822;27401;1.5;🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼DelcaVideography de DelcaVideography;1 año 10 minutos y 18 segundos 938 visitas;00:10:18;https://www.youtube.com/watch?v=qgz8K69Nyos;qgz8K69Nyos;2022-02-14T07:40:14.731572Z;47;0;5;850;Técnicas CorelDraw;3;00:09:58.000005;00:10:00;00:10:03.000019;9.966666667;10;10.05;1;1;2;00:01:59.000015;00:07:25.000003;;;;;;;0.384090909;1.983333333;7.416666667;;;;;;;2021-07-01 00:00:00;Thursday;3;10.3;18;0.176666667;0.284255832;1;0;(0.169, 0.214];(0.0, 2.0];3.0;16;2;3;10.6;0.189;0.283;0.940251572;0.943396226;0.948113208;0.187106918;0.699685535;;;;;;
86;🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼;20210708;891;34.521;4;1.298;26931;1.43;🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼 DelcaVideography de DelcaVideography;1 año 6 minutos y 14 segundos 890 visitas;00:06:14;https://www.youtube.com/watch?v=I_NAZb6LYKM;I_NAZb6LYKM;2022-02-14T07:40:14.498571Z;61;3;4.8125;849;Técnicas CorelDraw;3;00:05:54.000015;00:05:56.000011;00:06:00.000002;5.9;5.933333333;6;1;1;0;;;;;;;;;0.225;;;;;;;;;2021-07-08 00:00:00;Thursday;3;6.233333333;14;0.107777778;0.359481412;1;0;(0.0, 0.169];;3.0;16;0;3;6.466666667;0;0.464;0.912371134;0.917525773;0.927835052;;;;;;;;
87;🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼;20210706;1609;70.5007;1;2.009;27635;2.91;🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼 DelcaVideography de DelcaVideography;1 año 9 minutos y 26 segundos 1,607 visitas;00:09:26;https://www.youtube.com/watch?v=jlKRNHa23qg;jlKRNHa23qg;2022-02-14T07:40:14.625045Z;57;5;4.677419355;1140;Consejos CorelDraw;3;00:09:06.000021;00:09:08.000015;00:09:12.000004;9.1;9.133333333;9.2;1;1;2;00:02:26.000014;00:06:39.000002;;;;;;;0.250972222;2.433333333;6.65;;;;;;;2021-07-06 00:00:00;Tuesday;1;9.433333333;26;0.164444444;0.266451506;0;0;(0.0, 0.169];(0.0, 2.0];3.0;2;2;3;9.866666667;0.203;0.304;0.922297297;0.925675676;0.932432432;0.246621622;0.673986486;;;;;;
88;🔥 CorelDRAW ESSENTIAL Techniques for Beginners & Experts ▶ LOGO TUTORIAL;20210715;1190;49.6256;2;2.691;31401;1.51;🔥 CorelDRAW ESSENTIAL Techniques for Beginners & Experts ▶ LOGO TUTORIAL |  DelcaVideography de DelcaVideography;1 año 8 minutos y 1 segundo 1,189 visitas;00:08:01;https://www.youtube.com/watch?v=VXr_jcns58Q;VXr_jcns58Q;2022-02-14T07:40:37.911494Z;61;3;4.8125;1097;Técnicas CorelDraw;3;00:07:41.000024;00:07:43.000018;00:07:47.000008;7.683333333;7.716666667;7.783333333;1;1;0;00:02:02.000015;00:05:18.000024;;;;;;;0.7;2.033333333;5.3;;;;;;;2021-07-15 00:00:00;Thursday;3;8.016666667;1;0.133888889;0.311468601;1;0;(0.0, 0.169];;3.0;16;2;3;8.033333333;0.249;0.373;0.956431535;0.960580913;0.968879668;0.253112033;0.659751037;;;;;;
89;🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻);20210722;1697;80.1163;6;1.955;52381;1.46;🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻) ;1 año 8 minutos y 47 segundos 1,694 visitas;00:08:47;https://www.youtube.com/watch?v=XHIcjnPHv3g;XHIcjnPHv3g;2022-02-14T07:38:36.672601Z;88;0;5;1525;Técnicas CorelDraw;3;00:08:27.000004;00:08:28.000023;00:08:31.000002;8.45;8.466666667;8.516666667;1;1;2;00:02:36.000013;00:05:20.000008;;;;;;;0.361495768;2.6;5.333333333;;;;;;;2021-07-22 00:00:00;Thursday;3;8.783333333;47;0.159444444;0.296094029;1;0;(0.0, 0.169];(0.0, 2.0];3.0;16;2;3;9.566666667;0.209;0.314;0.883275261;0.885017422;0.890243902;0.271777003;0.557491289;;;;;;
90;🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL;20210812;1486;66.1176;4;1.738;58868;1.24;🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL;1 año 8 minutos y 22 segundos 1,486 visitas;00:08:22;https://www.youtube.com/watch?v=E2NgvYy16J0;E2NgvYy16J0;2022-02-14T07:37:33.868305Z;63;0;5;1345;Técnicas CorelDraw;3;00:08:02.000003;00:08:04.000004;00:08:06.000007;8.033333333;8.066666667;8.1;1;1;2;00:01:06.000026;00:04:35.000014;;;;;;;-0.064583333;1.1;4.583333333;;;;;;;2021-08-12 00:00:00;Thursday;3;8.366666667;22;0.145555556;0.305681732;1;0;(0.0, 0.169];(0.0, 2.0];3.0;16;2;3;8.733333333;0.229;0.344;0.919847328;0.923664122;0.927480916;0.125954198;0.52480916;;;;;;
91;🔥 CorelDRAW Tips & Tricks for Beginners & Experts ▶ LOGO TUTORIAL;20210817;1167;52.0842;3;1.429;40210;1.2;🔥 CorelDRAW Tips & Tricks for Beginners & Experts ▶ LOGO TUTORIAL;1 año 8 minutos y 7 segundos 1,166 visitas;00:08:07;https://www.youtube.com/watch?v=yuiXtxKrSzQ;yuiXtxKrSzQ;2022-02-14T07:40:14.092935Z;83;2;4.905882353;1121;Tips CorelDraw;3;00:07:47.000001;00:07:49.000003;00:07:51.000006;7.783333333;7.816666667;7.85;1;1;2;00:01:16;00:05:37.000027;;;;;;;;1.266666667;5.616666667;;;;;;;2021-08-17 00:00:00;Tuesday;1;8.116666667;7;0.137222222;0.325245049;1;0;(0.0, 0.169];(0.0, 2.0];3.0;14;2;3;8.233333333;0.243;0.364;0.94534413;0.949392713;0.953441296;0.153846154;0.682186235;;;;;;
92;🔥 Cómo CREAR una INTRO para tu CANAL de YOUTUBE 💗 en un PAR de MINUTOS ▶ TUTORIAL;20220215;951;41.2375;-2;1.761;31688;1.13;🔥 Cómo CREAR una INTRO para tu CANAL de YOUTUBE 💗 en un PAR de MINUTOS ▶ TUTORIAL;8 meses 12 minutos y 24 segundos 963 visitas;00:12:24;https://www.youtube.com/watch?v=dfJzsYz4QeA;dfJzsYz4QeA;2022-02-20T16:00:29.996595Z;44;2;4.826086957;670;Intro;3;00:12:10.000029;00:12:10.000029;00:12:11.000006;12.16666667;12.16666667;12.18333333;1;1;2;00:04:04.000013;00:08:51.000012;;;;;;;;4.066666667;8.85;;;;;;;2022-02-15 00:00:00;Tuesday;1;12.4;24;0.213333333;0.203260548;0;0;(0.169, 0.214];(0.0, 2.0];3.0;9;2;3;12.8;0.156;0.234;0.950520833;0.950520833;0.951822917;0.317708333;0.69140625;;;;;;
93;🔥 LOGO TUTORIAL ▶ CorelDRAW MUST KNOWN Techniques for Beginners & Experts;20210727;1525;60.954;5;1.668;34378;2.05;🔥 LOGO TUTORIAL ▶ CorelDRAW MUST KNOWN Techniques for Beginners & Experts;1 año 5 minutos y 49 segundos 1,524 visitas;00:05:49;https://www.youtube.com/watch?v=ZGNFQVh79hE;ZGNFQVh79hE;2022-02-14T07:40:14.443507Z;77;4;4.802469136;1389;Técnicas CorelDraw;3;00:05:29.000009;00:05:31.000004;00:05:33.000006;5.483333333;5.516666667;5.55;1;1;0;;;;;;;;;0.75;;;;;;;;;2021-07-27 00:00:00;Tuesday;1;5.816666667;49;0.110555556;0.361536206;1;0;(0.0, 0.169];;3.0;16;0;3;6.633333333;0;0.452;0.826633166;0.831658291;0.836683417;;;;;;;;
94;🔥 Sigue esta ESTRATEGIA para CREAR tus LOGOS (Bien EXPLICADO⚡) en CorelDRAW;20220125;6466;570.561;76;9.24;188364;1.69;🔥 Sigue esta ESTRATEGIA para CREAR tus LOGOS (Bien EXPLICADO⚡) en CorelDRAW;9 meses 24 minutos 6,670 visitas;00:24:32;https://www.youtube.com/watch?v=FC8Ys6hqa2c;FC8Ys6hqa2c;2022-04-21T20:47:41.936291Z;266;2;4.970149254;4948;Logo en CorelDraw;3;00:24:12.033333;00:24:14.050000;00:24:16.100000;24.2;24.23333333;24.26666667;1;1;5;00:04:18.000007;00:07:22.000011;00:13:49.000008;00:18:38.000010;00:22:05.000012;;;;0.316156463;4.3;7.366666667;13.81666667;18.63333333;22.08333333;;;;2022-01-25 00:00:00;Tuesday;1;24.53333333;32;0.417777778;0.211213195;0;0;;(4.0, 8.0];3.0;10;5;3;25.06666667;0.199;0.12;0.965425532;0.966755319;0.968085106;0.171542553;0.293882979;0.551196809;0.743351064;0.880984043;;;
95;🔥 USA LETRAS para CREAR LOGOS si SIGUES estos PASOS ▶ TUTORIAL;20220315;3039;172.5609;9;4.45;100814;1.17;🔥 USA LETRAS para CREAR LOGOS si SIGUES estos PASOS ▶ TUTORIAL |  DelcaVideography de DelcaVideography;7 meses 16 minutos 3,039 visitas;00:16:16;https://www.youtube.com/watch?v=3Zai99qd9kQ;3Zai99qd9kQ;2022-03-25T03:12:48.953693Z;122;0;5;1893;Logo en CorelDraw;3;00:15:56.000005;00:15:58.000006;00:16:00.000008;15.93333333;15.96666667;16;1;1;3;00:04:09.000022;00:08:11.000017;00:13:48.000008;;;;;;0.33;4.15;8.183333333;13.8;;;;;;2022-03-15 00:00:00;Tuesday;1;16.26666667;16;0.275555556;0.20606419;0;0;(0.214, 0.31];(2.0, 4.0];3.0;10;3;3;16.53333333;0.181;0.181;0.963709677;0.965725806;0.967741935;0.251008065;0.494959677;0.834677419;;;;;
96;🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL;20210805;1867;84.2964;5;2.324;70943;1.11;🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL;1 año 8 minutos y 41 segundos 1,867 visitas;00:08:41;https://www.youtube.com/watch?v=d5RUp2aWDBs;d5RUp2aWDBs;2022-02-14T07:40:12.671839Z;96;0;5;1796;Técnicas CorelDraw;3;00:08:21.000019;00:08:23.000021;00:08:25.000024;8.35;8.383333333;8.416666667;1;1;2;00:03:38.000020;00:06:45.000013;;;;;;;-0.0534375;3.633333333;6.75;;;;;;;2021-08-05 00:00:00;Thursday;3;8.683333333;41;0.156111111;0.289221714;1;0;(0.0, 0.169];(0.0, 2.0];3.0;16;2;3;9.366666667;0.214;0.32;0.891459075;0.895017794;0.898576512;0.387900356;0.720640569;;;;;;
