;nombre_video;fecha_publicacion;visualizaciones;tiempo_de_visualizacion_(horas);suscriptores;tus_ingresos_estimados_(usd);impresiones;porcentaje_de_clics_de_las_impresiones_(%);nombre_video_original;info_videos;duracion_video;page_links;id;dateCreated;likes;dislikes;rating;viewCount;Tema;Cant_Recomendaciones;Tiempo_Recomendación1;Tiempo_Recomendación2;Tiempo_Recomendación3;minutos_recom1;minutos_recom2;minutos_recom3;Publicidad_inicio;Publicidad_fin;Cant_Publicidad_durante;Tiempo_Publicidad_1;Tiempo_Publicidad_2;Tiempo_Publicidad_3;Tiempo_Publicidad_4;Tiempo_Publicidad_5;Tiempo_Publicidad_6;Tiempo_Publicidad_7;Tiempo_Publicidad_8;Polarity;minutos_publi1;minutos_publi2;minutos_publi3;minutos_publi4;minutos_publi5;minutos_publi6;minutos_publi7;minutos_publi8;fecha_publicacion_ff;dia_semana_str;dia_semana;duracion_video_minutos;duracion_video_segundos;duracion_video_horas;porc_visualizacion;marca_exito;marca_exito2;rangos_duracion_video;rangos_Cant_Publicidad;rangos_Cant_Recomendaciones;consecutivo_tema;Cantida Publicidad;Cantida Recomendacion;Duracion Minutos;Densidad_Publicitaria;Densidad_Recomendacion;porc_min_recom1;porc_min_recom2;porc_min_recom3;porc_min_publi1;porc_min_publi2;porc_min_publi3;porc_min_publi4;porc_min_publi5;porc_min_publi6;porc_min_publi7;porc_min_publi8
97;🔴 Cómo DISEÑAR LOGOS en POCOS PASOS 🧐 con CorelDRAW ► TUTORIAL;20211125;3843;207.2046;41;5.592;102517;1.78;🔴 Cómo DISEÑAR LOGOS en POCOS PASOS 🧐 con CorelDRAW ► TUTORIAL;11 meses 10 minutos y 29 segundos 3,904 visitas;00:10:29;https://www.youtube.com/watch?v=jRBz2XK3W-U;jRBz2XK3W-U;2022-03-02T10:34:19.186886Z;183;2;4.956756757;2904;Logo en CorelDraw;3;00:10:09.000002;00:10:11.000003;00:10:13.000006;10.15;10.18333333;10.21666667;1;1;1;00:05:45.000006;;;;;;;;0.161762153;5.75;;;;;;;;2021-11-25 00:00:00;Thursday;3;10.48333333;29;0.182777778;0.29498886;1;0;(0.169, 0.214];(0.0, 2.0];3.0;10;1;3;10.96666667;0.091;0.274;0.925531915;0.928571429;0.931610942;0.524316109;;;;;;;
98;🔴 Cómo funciona la PERSPECTIVA de 1 punto de fuga ▷ Tutorial CorelDRAW 2021 de DelcaVideography;20210425;1113;41.1099;7;1.594;29609;2.02;🔴 Cómo funciona la PERSPECTIVA de 1 punto de fuga ▷ Tutorial CorelDRAW 2021 de DelcaVideography;1 año 6 minutos y 42 segundos 1,080 visitas;00:06:42;https://www.youtube.com/watch?v=8lb0Vv7w5BU;8lb0Vv7w5BU;2022-01-25T01:32:26.088091Z;41;3;4.727272727;801;Diseño distinto a Logos;2;00:06:21.000017;00:06:28.000004;;6.35;6.466666667;;1;1;0;;;;;;;;;;;;;;;;;;2021-04-25 00:00:00;Sunday;6;6.7;42;0.123333333;0.299482043;1;0;(0.0, 0.169];;2.0;4;0;2;7.4;0;0.27;0.858108108;0.873873874;;;;;;;;;
99;🔴 Cómo funciona la PERSPECTIVA de 2 PUNTOS de FUGA  ▷ Tutorial  CorelDRAW 2021 de DelcaVideography;20210420;1286;36.6153;-1;1.281;30791;2.17;🔴 Cómo funciona la PERSPECTIVA de 2 PUNTOS de FUGA  ▷ Tutorial  CorelDRAW 2021 de DelcaVideography;1 año 4 minutos y 37 segundos 1,264 visitas;00:04:37;https://www.youtube.com/watch?v=sLTyCZgoy5c;sLTyCZgoy5c;2022-01-25T01:33:09.925879Z;38;4;4.619047619;971;Diseño distinto a Logos;2;00:04:16.000007;00:04:22.000018;;4.266666667;4.366666667;;1;1;0;;;;;;;;;;;;;;;;;;2021-04-20 00:00:00;Tuesday;1;4.616666667;37;0.087222222;0.326433319;1;0;(0.0, 0.169];;2.0;4;0;2;5.233333333;0;0.382;0.815286624;0.834394904;;;;;;;;;
100;🔴 Tutorial PERSPECTIVA de 3 puntos de fuga (vista de AVE 🕊) ▷ CorelDRAW 2021 de DelcaVideography;20210413;996;63.5885;2;1.472;28209;1.63;🔴 Tutorial PERSPECTIVA de 3 puntos de fuga (vista de AVE 🕊) ▷ CorelDRAW 2021 de DelcaVideography;1 año 21 minutos 981 visitas;00:21:50;https://www.youtube.com/watch?v=_tpnACbQMCs;_tpnACbQMCs;2022-02-14T07:40:11.659931Z;34;2;4.777777778;849;Diseño distinto a Logos;2;00:21:29.000003;00:21:35.000014;;21.48333333;21.58333333;;1;1;4;00:05:36.000015;00:11:02.000014;00:15:57.000011;00:20:11.000003;;;;;;5.6;11.03333333;15.95;20.18333333;;;;;2021-04-13 00:00:00;Tuesday;1;21.83333333;50;0.377777778;0.168998494;0;0;;(2.0, 4.0];2.0;4;4;2;22.66666667;0.176;0.088;0.947794118;0.952205882;;0.247058824;0.486764706;0.703676471;0.890441176;;;;
101;🔴 Tutorial PERSPECTIVA de 3 puntos de fuga (vista de GUSANO 🐛) ▷ CorelDRAW 2021 de DelcaVideography;20210415;999;28.405;2;0.96;28913;1.68;🔴 Tutorial PERSPECTIVA de 3 puntos de fuga (vista de GUSANO 🐛) ▷ CorelDRAW 2021 de DelcaVideography;1 año 4 minutos y 53 segundos 972 visitas;00:04:53;https://www.youtube.com/watch?v=9Q3eATf-3bM;9Q3eATf-3bM;2022-02-14T07:40:11.725004Z;25;4;4.448275862;763;Diseño distinto a Logos;2;00:04:32.000004;00:04:38.000014;;4.533333333;4.633333333;;1;1;0;;;;;;;;;;;;;;;;;;2021-04-15 00:00:00;Thursday;3;4.883333333;53;0.096111111;0.295839192;1;0;(0.0, 0.169];;2.0;4;0;2;5.766666667;0;0.347;0.786127168;0.803468208;;;;;;;;;
102;🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW;20210921;962;44.1079;7;1.127;34768;1.23;🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW;1 año 6 minutos y 59 segundos 962 visitas;00:06:59;https://www.youtube.com/watch?v=8L6ahg2eHBc;8L6ahg2eHBc;2022-03-02T10:09:50.475473Z;65;2;4.880597015;808;Tips CorelDraw;3;00:06:39.000013;00:06:41.000014;00:06:43.000017;6.65;6.683333333;6.716666667;1;1;0;;;;;;;;;0.377777778;;;;;;;;;2021-09-21 00:00:00;Tuesday;1;6.983333333;59;0.132777778;0.345315373;1;0;(0.0, 0.169];;3.0;14;0;3;7.966666667;0;0.377;0.834728033;0.838912134;0.843096234;;;;;;;;
103;😃 Te ENSEÑO cómo es el PROCESO de DISEÑO;20210922;476;4.5199;1;0.51;17069;1.07;😃 Te ENSEÑO cómo es el PROCESO de DISEÑO;1 año 1 minuto y 1 segundo 476 visitas;00:01:01;https://www.youtube.com/watch?v=0KgJJw4016M;0KgJJw4016M;2022-03-02T10:05:33.101479Z;31;0;5;435;Diseño distinto a Logos;0;;;;;;;1;1;0;;;;;;;;;0.633333333;;;;;;;;;2021-09-22 00:00:00;Wednesday;2;1.016666667;1;0.017222222;0.551356736;1;0;(0.0, 0.169];;0.0;4;0;0;1.033333333;0;0;;;;;;;;;;;
104;😊  Te ENSEÑO archivo de Trabajo en CorelDRAW;20210924;584;5.8118;-1;0.557;21644;1.12;😊  Te ENSEÑO archivo de Trabajo en CorelDRAW;1 año 1 minuto y 1 segundo 584 visitas;00:01:01;https://www.youtube.com/watch?v=z2ZSpE9zovU;z2ZSpE9zovU;2022-03-02T10:06:12.581531Z;41;3;4.727272727;553;Archivo CorelDraw;0;;;;;;;1;1;0;;;;;;;;;0.25;;;;;;;;;2021-09-24 00:00:00;Friday;4;1.016666667;1;0.017222222;0.577841361;1;0;(0.0, 0.169];;0.0;0;0;0;1.033333333;0;0;;;;;;;;;;;
105;😎 Así FUNCIONAN los PAQUETES de EFECTOS de MOVAVI ▶;20220222;2100;59.9312;9;5.05;26470;3.66;😎 Así FUNCIONAN los PAQUETES de EFECTOS de MOVAVI ▶;8 meses 7 minutos y 44 segundos 2,199 visitas;00:07:44;https://www.youtube.com/watch?v=FYS3pPudW10;FYS3pPudW10;2022-02-25T02:14:55.067364Z;38;3;4.707317073;1838;Edición videos;3;00:07:30.000026;00:07:30.000026;00:07:31.000003;7.5;7.5;7.516666667;1;1;0;;;;;;;;;0.065833333;;;;;;;;;2022-02-22 00:00:00;Tuesday;1;7.733333333;44;0.141111111;0.20224252;0;1;(0.0, 0.169];;3.0;5;0;3;8.466666667;0;0.354;0.885826772;0.885826772;0.887795276;;;;;;;;
106;😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL;20220217;3674;234.8777;35;4.888;144857;1.1;😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL;8 meses 15 minutos 3,751 visitas;00:15:21;https://www.youtube.com/watch?v=rQKwYTmFz7I;rQKwYTmFz7I;2022-02-22T18:04:32.954908Z;171;1;4.976744186;2487;Técnicas CorelDraw;3;00:15:01.000010;00:15:03.000011;00:15:05.000014;15.01666667;15.05;15.08333333;1;1;4;00:03:57.000011;00:06:58.000012;00:11:07.000004;00:14:00.000019;;;;;0.34;3.95;6.966666667;11.11666667;14;;;;;2022-02-17 00:00:00;Thursday;3;15.35;21;0.261666667;0.244317306;0;0;(0.214, 0.31];(2.0, 4.0];3.0;16;4;3;15.7;0.255;0.191;0.956475584;0.958598726;0.960721868;0.251592357;0.44373673;0.708067941;0.891719745;;;;
107;😎 Este CONSEJO MEJORARÁ tu EXPERIENCIA con mis TUTORIALES;20211002;828;17.2807;-1;1.703;36289;1.1;😎 Este CONSEJO MEJORARÁ tu EXPERIENCIA con mis TUTORIALES;1 año 3 minutos y 13 segundos 828 visitas;00:03:13;https://www.youtube.com/watch?v=PIe4HWkxn0I;PIe4HWkxn0I;2022-03-02T10:05:29.274611Z;54;2;4.857142857;791;Consejos CorelDraw;0;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;2021-10-02 00:00:00;Saturday;5;3.216666667;13;0.057222222;0.364725623;1;0;(0.0, 0.169];;0.0;2;0;0;3.433333333;0;0;;;;;;;;;;;
108;😎 ¡AL FIN! ▶ UNBOXING PLACA de 100K 💪🏼 de YouTube 💖 DelcaVideography de DelcaVideography;20220512;428;8.2558;-2;0.462;15695;1.61;😎 ¡AL FIN! ▶ UNBOXING PLACA de 100K 💪🏼 de YouTube 💖 DelcaVideography de DelcaVideography;5 meses 2 minutos y 51 segundos 422 visitas;00:02:51;https://www.youtube.com/watch?v=tRzGALmKrxY;tRzGALmKrxY;2022-10-30T20:31:15.062754Z;52;0;5;422;Unboxing;3;00:02:31.000017;00:02:32.000022;00:02:32.000028;2.516666667;2.533333333;2.533333333;1;1;0;;;;;;;;;0.344963235;;;;;;;;;2022-05-12 00:00:00;Thursday;3;2.85;51;0.061666667;0.312798687;1;0;(0.0, 0.169];;3.0;17;0;3;3.7;0;0.811;0.68018018;0.684684685;0.684684685;;;;;;;;
109;😲 DOMINA la GEOMETRÍA para DISEÑAR LOGOS en CorelDRAW ► TUTORIAL;20211130;1810;78.4546;10;2.337;52854;1.46;😲 DOMINA la GEOMETRÍA para DISEÑAR LOGOS en CorelDRAW ► TUTORIAL;11 meses 7 minutos y 9 segundos 1,823 visitas;00:07:09;https://www.youtube.com/watch?v=vCMrop1rNp0;vCMrop1rNp0;2022-01-20T07:50:04.143682Z;106;0;5;1289;Logo en CorelDraw;3;00:06:48.000011;00:06:50.000012;00:06:52.000015;6.8;6.833333333;6.866666667;1;1;0;;;;;;;;;0.286402116;;;;;;;;;2021-11-30 00:00:00;Tuesday;1;7.15;9;0.121666667;0.356260955;1;0;(0.0, 0.169];;3.0;10;0;3;7.3;0;0.411;0.931506849;0.936073059;0.940639269;;;;;;;;
110;🛠 Con estas 7 TÉCNICAS vas a DISEÑAR como un PROFESIONAL 😎 en CorelDRAW TUTORIAL DelcaVideography de DelcaVideography;20220607;1435;98.2487;4;1.927;35785;2.4;🛠 Con estas 7 TÉCNICAS vas a DISEÑAR como un PROFESIONAL 😎 en CorelDRAW TUTORIAL DelcaVideography de DelcaVideography;4 meses 14 minutos y 11 segundos 1,408 visitas;00:14:11;https://www.youtube.com/watch?v=qYt3TLlMkOU;qYt3TLlMkOU;2022-10-30T23:53:23.554637Z;118;0;5;1408;Técnicas CorelDraw;3;00:13:53.000010;00:13:54.000003;00:13:54.000009;13.88333333;13.9;13.9;1;1;3;00:05:20.000002;00:10:18.000015;00:13:25.000008;;;;;;-0.5;5.333333333;10.3;13.41666667;;;;;;2022-06-07 00:00:00;Tuesday;1;14.18333333;11;0.239444444;0.285936862;1;0;(0.214, 0.31];(2.0, 4.0];3.0;16;3;3;14.36666667;0.209;0.209;0.966357309;0.967517401;0.967517401;0.371229698;0.716937355;0.93387471;;;;;
111;🤔🧠 Procesos de DISEÑO INTELIGENTES en CorelDRAW 🖋 Tips & Tricks;20211008;1759;81.2212;0;2.856;61056;1.25;🤔🧠 Procesos de DISEÑO INTELIGENTES en CorelDRAW 🖋 Tips & Tricks;1 año 8 minutos y 1 segundo 1,772 visitas;00:08:01;https://www.youtube.com/watch?v=IseB9VCLPfI;IseB9VCLPfI;2022-03-02T10:04:48.449289Z;112;1;4.96460177;1559;Tips CorelDraw;3;00:07:41.000011;00:07:43.000013;00:07:45.000015;7.683333333;7.716666667;7.75;1;1;2;00:04:21;00:07:46.000012;;;;;;;0.354333333;4.35;7.766666667;;;;;;;2021-10-08 00:00:00;Friday;4;8.016666667;1;0.133888889;0.344872865;1;0;(0.0, 0.169];(0.0, 2.0];3.0;14;2;3;8.033333333;0.249;0.373;0.956431535;0.960580913;0.96473029;0.541493776;0.966804979;;;;;;
112;🤘🏼 Así PODRÁS crear INTROS ANIMADAS para tu TRABAJO y REDES SOCIALES en MINUTOS;20211216;1314;85.342;5;1.874;49190;1.14;🤘🏼 Así PODRÁS crear INTROS ANIMADAS para tu TRABAJO y REDES SOCIALES en MINUTOS;10 meses 30 minutos 1,321 visitas;00:30:25;https://www.youtube.com/watch?v=JhBKvI8Dcnk;JhBKvI8Dcnk;2022-02-04T04:46:10.111011Z;73;0;5;1164;Intro;2;00:30:04.200000;00:30:08.316667;;30.06666667;30.13333333;;1;1;6;00:01:09.000009;00:06:55.000006;00:10:33.000006;00:16:20.000009;00:24:51.216667;00:29:10.316667;;;1;1.15;6.916666667;10.55;16.33333333;24.85;29.16666667;;;2021-12-16 00:00:00;Thursday;3;30.41666667;25;0.513888889;0.126385783;0;0;;(4.0, 8.0];2.0;9;6;2;30.83333333;0.195;0.065;0.975135135;0.977297297;;0.037297297;0.224324324;0.342162162;0.52972973;0.805945946;0.945945946;;
113;🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW;20210928;4130;523.1473;50;7.566;86732;2.47;🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW;1 año 33 minutos 4,135 visitas;00:33:25;https://www.youtube.com/watch?v=uVobnwq6V5M;uVobnwq6V5M;2022-03-03T07:43:30.549464Z;173;2;4.954285714;3300;Técnicas CorelDraw;3;00:33:04.283333;00:33:06.300000;00:33:08.350000;33.06666667;33.1;33.13333333;1;1;7;00:02:56;00:11:21.000011;00:14:00.000008;00:16:12.000020;00:20:45.000010;00:28:36.066667;00:31:56.166667;;0.314322917;2.933333333;11.35;14;16.2;20.75;28.6;31.93333333;;2021-09-28 00:00:00;Tuesday;1;33.41666667;25;0.563888889;0.224636539;0;0;;(4.0, 8.0];3.0;16;7;3;33.83333333;0.207;0.089;0.977339901;0.978325123;0.979310345;0.086699507;0.33546798;0.413793103;0.478817734;0.613300493;0.845320197;0.943842365;
114;🤜🏼💥 ZARA vs MANGO 💥🤛🏼 Enfrento & Comparo ⚔ estas 2 MARCAS ▶ DelcaVideography de DelcaVideography;20210216;727;22.1841;-2;1.098;24040;1.58;🤜🏼💥 ZARA vs MANGO 💥🤛🏼 Enfrento & Comparo ⚔ estas 2 MARCAS ▶ DelcaVideography de DelcaVideography;1 año 6 minutos y 2 segundos 703 visitas;00:06:02;https://www.youtube.com/watch?v=hKznCL165B0;hKznCL165B0;2022-02-23T09:06:32.624192Z;18;4;4.272727273;544;Logo en CorelDraw;3;00:05:41.000022;00:05:41.000022;00:05:41.000022;5.683333333;5.683333333;5.683333333;1;1;0;;;;;;;;;;;;;;;;;;2021-02-16 00:00:00;Tuesday;1;6.033333333;2;0.101111111;0.301792554;1;0;(0.0, 0.169];;3.0;10;0;3;6.066666667;0;0.495;0.936813187;0.936813187;0.936813187;;;;;;;;
115;🤫 Pon en PRÁCTICA el SECRETO para DISEÑAR este LOGO en CorelDRAW ▶▶ TUTORIAL;20211214;4034;357.6949;34;6.862;81427;2.32;🤫 Pon en PRÁCTICA el SECRETO para DISEÑAR este LOGO en CorelDRAW ▶▶ TUTORIAL | DelcaVideograhy de DelcaVideography;10 meses 20 minutos 4,093 visitas;00:20:22;https://www.youtube.com/watch?v=sOYygjhplfw;sOYygjhplfw;2022-01-24T04:07:57.912485Z;172;3;4.931428571;2392;Logo en CorelDraw;3;00:20:01.000010;00:20:03.000012;00:20:05.000014;20.01666667;20.05;20.08333333;1;1;4;00:03:32.000016;00:05:32.000005;00:10:52;00:16:50;;;;;0.374;3.533333333;5.533333333;10.86666667;16.83333333;;;;;2021-12-14 00:00:00;Tuesday;1;20.36666667;22;0.345555556;0.256601372;0;0;;(2.0, 4.0];3.0;10;4;3;20.73333333;0.193;0.145;0.965434084;0.967041801;0.968649518;0.170418006;0.266881029;0.524115756;0.811897106;;;;
116;🤯 APRENDE a DISEÑAR LOGOS con ESTA TÉCNICA SECRETA en CorelDRAW;20220118;13062;589.1126;195;12.261;428666;1.16;🤯 APRENDE a DISEÑAR LOGOS con ESTA TÉCNICA SECRETA en CorelDRAW;9 meses 13 minutos y 54 segundos 13,082 visitas;00:13:54;https://www.youtube.com/watch?v=kuI3uJebbgk;kuI3uJebbgk;2022-02-19T06:39:24.910894Z;477;5;4.958506224;11193;Técnicas CorelDraw;3;00:13:34.000005;00:13:36.000006;00:13:38.000008;13.56666667;13.6;13.63333333;1;1;3;00:03:01.000002;00:06:37.000020;00:10:30.000022;;;;;;0.156875;3.016666667;6.616666667;10.5;;;;;;2022-01-18 00:00:00;Tuesday;1;13.9;54;0.246666667;0.182842928;0;0;(0.214, 0.31];(2.0, 4.0];3.0;16;3;3;14.8;0.203;0.203;0.916666667;0.918918919;0.921171171;0.203828829;0.447072072;0.709459459;;;;;
117;🤯 CONSEJOS PRÁCTICOS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL;20220419;2047;173.0057;11;3.375;56356;2.45;🤯 CONSEJOS PRÁCTICOS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL;6 meses 16 minutos 2,048 visitas;00:16:55;https://www.youtube.com/watch?v=GvsRcuPy0bs;GvsRcuPy0bs;2022-10-30T20:31:16.494202Z;140;4;4.888888889;2047;Consejos CorelDraw;3;00:16:34.000020;00:16:35.000021;00:16:53.000026;16.56666667;16.58333333;16.88333333;1;1;4;00:04:54.000014;00:10:29.000019;00:13:02.000025;00:15:17.000023;;;;;0.197142857;4.9;10.48333333;13.03333333;15.28333333;;;;;2022-04-19 00:00:00;Tuesday;1;16.91666667;55;0.297222222;0.284355277;1;0;(0.214, 0.31];(2.0, 4.0];3.0;2;4;3;17.83333333;0.224;0.168;0.928971963;0.929906542;0.946728972;0.274766355;0.587850467;0.730841121;0.857009346;;;;
118;🧐 DOMINA las MEJORES TÉCNICAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL;20211104;2821;160.71;8;5.781;118468;1.08;🧐 DOMINA las MEJORES TÉCNICAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL | DelcaVideograhy de DelcaVideography;11 meses 12 minutos y 18 segundos 2,849 visitas;00:12:18;https://www.youtube.com/watch?v=E6A6CB0_ddM;E6A6CB0_ddM;2022-03-02T10:21:38.80394Z;172;2;4.954022989;2481;Técnicas CorelDraw;3;00:11:57.000015;00:11:59.000016;00:12:01.000018;11.95;11.98333333;12.01666667;1;1;4;00:03:41.000017;00:07:36.000007;00:09:14.000010;00:11:03.000018;;;;;0.1;3.683333333;7.6;9.233333333;11.05;;;;;2021-11-04 00:00:00;Thursday;3;12.3;18;0.21;0.271281714;0;0;(0.169, 0.214];(2.0, 4.0];3.0;16;4;3;12.6;0.317;0.238;0.948412698;0.951058201;0.953703704;0.292328042;0.603174603;0.732804233;0.876984127;;;;
119;🧐 El Proceso de DISEÑO de LOGOS _DEFINITIVO_ en CorelDRAW ▶ PASO a PASO;20210930;1675;90.6025;11;2.262;42833;1.47;"🧐 El Proceso de DISEÑO de LOGOS ""DEFINITIVO"" en CorelDRAW ▶ PASO a PASO";1 año 9 minutos y 57 segundos 1,676 visitas;00:09:57;https://www.youtube.com/watch?v=KqBGDNGJ8-c;KqBGDNGJ8-c;2022-03-02T10:05:25.487346Z;117;3;4.9;1490;Logo en CorelDraw;3;00:09:37.000011;00:09:39.000012;00:09:41.000015;9.616666667;9.65;9.683333333;1;1;2;00:04:20.000019;00:06:56.000010;;;;;;;0.475;4.333333333;6.933333333;;;;;;;2021-09-30 00:00:00;Thursday;3;9.95;57;0.181666667;0.29774887;1;0;(0.169, 0.214];(0.0, 2.0];3.0;10;2;3;10.9;0.183;0.275;0.882262997;0.885321101;0.888379205;0.397553517;0.636085627;;;;;;
120;🧐 La TABLETA GRÁFICA más BARATA y VENDIDA ¿Merece la pena_ Review VEIKK S640;20211111;2181;113.9934;13;4.175;35105;3.59;🧐 La TABLETA GRÁFICA más BARATA y VENDIDA ¿Merece la pena? Review VEIKK S640;11 meses 10 minutos 2,247 visitas;00:10:00;https://www.youtube.com/watch?v=pB9xmmTnMTc;pB9xmmTnMTc;2022-03-02T10:42:01.435748Z;86;2;4.909090909;1065;Tableta Gráfica;3;00:09:39.000023;00:09:42.000001;00:09:44.000003;9.65;9.7;9.733333333;1;1;3;00:02:04.000017;00:06:45.000016;00:09:39.000002;;;;;;0.11228458;2.066666667;6.75;9.65;;;;;;2021-11-11 00:00:00;Thursday;3;10;0;0.166666667;0.31359945;1;1;(0.0, 0.169];(2.0, 4.0];3.0;13;3;3;10;0.3;0.3;0.965;0.97;0.973333333;0.206666667;0.675;0.965;;;;;
121;🧐 PRESTA mucha ATENCIÓN a estos DETALLES para DISEÑAR LOGOS en CorelDRAW 😱;20220120;3571;240.4057;32;4.02;111927;1.45;🧐 PRESTA mucha ATENCIÓN a estos DETALLES para DISEÑAR LOGOS en CorelDRAW 😱| DelcaVideography de DelcaVideography;9 meses 16 minutos 3,635 visitas;00:16:47;https://www.youtube.com/watch?v=DWmNpU8Amco;DWmNpU8Amco;2022-01-20T23:30:41.020994Z;29;0;5;172;Logo en CorelDraw;3;00:16:26.000004;00:16:28.000005;00:16:30.000008;16.43333333;16.46666667;16.5;1;1;4;00:04:04.000004;00:05:30.000006;00:09:53;00:15:44.000012;;;;;0.358333333;4.066666667;5.5;9.883333333;15.73333333;;;;;2022-01-20 00:00:00;Thursday;3;16.78333333;47;0.292777778;0.229941204;0;0;(0.214, 0.31];(2.0, 4.0];3.0;10;4;3;17.56666667;0.228;0.171;0.935483871;0.937381404;0.939278937;0.231499051;0.313092979;0.562618596;0.895635674;;;;
122;🧐 Sigue ESTE ORDEN en tus PROYECTOS ⭐ para CREAR LOGOS ASÍ en CorelDRAW;20220303;2188;159.1404;5;2.787;88772;0.95;🧐 Sigue ESTE ORDEN en tus PROYECTOS ⭐ para CREAR LOGOS ASÍ en CorelDRAW;7 meses 20 minutos 2,199 visitas;00:20:31;https://www.youtube.com/watch?v=C9jBrGCi2LE;C9jBrGCi2LE;2022-03-11T12:47:37.407775Z;111;3;4.894736842;1634;Logo en CorelDraw;3;00:20:10.000005;00:20:12.000007;00:20:14.000009;20.16666667;20.2;20.23333333;1;1;5;00:04:07.000016;00:08:25.000016;00:11:26;00:16:14.000001;00:17:09.000003;;;;0.351;4.116666667;8.416666667;11.43333333;16.23333333;17.15;;;;2022-03-03 00:00:00;Thursday;3;20.51666667;31;0.350555556;0.207480016;0;0;;(4.0, 8.0];3.0;10;5;3;21.03333333;0.238;0.143;0.958795563;0.960380349;0.961965135;0.195721078;0.400158479;0.543581616;0.771790808;0.815372425;;;
123;🧐 Te ENSEÑO estas TÉCNICAS de DIBUJO para DISEÑAR en CorelDRAW 🏠 ► TUTORIAL;20211109;2948;222.2494;26;5.151;90605;1.54;🧐 Te ENSEÑO estas TÉCNICAS de DIBUJO para DISEÑAR en CorelDRAW 🏠 ► TUTORIAL;11 meses 15 minutos 2,978 visitas;00:15:35;https://www.youtube.com/watch?v=Piah0r6Wad0;Piah0r6Wad0;2022-03-02T10:21:04.918738Z;190;3;4.937823834;2661;Técnicas CorelDraw;3;00:15:14.000010;00:15:16.000012;00:15:18.000014;15.23333333;15.26666667;15.3;1;1;3;00:03:01.000014;00:07:31.000013;00:12:48.000019;;;;;;0.471620581;3.016666667;7.516666667;12.8;;;;;;2021-11-09 00:00:00;Tuesday;1;15.58333333;35;0.269444444;0.279797535;0;0;(0.214, 0.31];(2.0, 4.0];3.0;16;3;3;16.16666667;0.186;0.186;0.942268041;0.944329897;0.946391753;0.186597938;0.464948454;0.791752577;;;;;
